group,variable,value
A,v2,0
A,v1,1
A,v3,0
A,v4,0
A,v5,0
A,v7,1
A,v9,1
A,v6,1
A,v10,0
B,v3,0
A,v8,1
B,v1,0
B,v4,1
B,v2,0
B,v7,1
B,v8,0
B,v5,1
B,v6,0
B,v10,1
C,v3,0
B,v9,1
C,v1,2
C,v4,0
C,v6,0
C,v5,0
C,v2,0
C,v7,1
C,v10,0
D,v1,0
C,v9,1
D,v2,0
D,v4,0
D,v5,2
D,v3,1
D,v6,0
C,v8,0
D,v9,3
D,v8,3
D,v10,1
E,v2,0
E,v4,0
E,v1,2
D,v7,9
E,v5,2
E,v3,0
E,v8,1
E,v10,0
E,v6,1
E,v7,1
F,v1,1
E,v9,0
F,v4,2
F,v5,0
F,v6,1
F,v3,2
F,v7,3
F,v2,2
F,v10,2
G,v1,3
F,v9,2
F,v8,1
G,v4,1
G,v5,0
G,v3,1
G,v6,4
G,v9,0
G,v8,1
G,v7,1
G,v10,1
H,v2,0
H,v4,1
H,v1,0
H,v5,2
G,v2,4
H,v7,4
H,v6,1
H,v3,0
H,v10,2
I,v1,0
H,v8,3
H,v9,2
I,v3,1
I,v2,1
I,v4,2
I,v7,0
I,v6,1
I,v5,2
I,v9,0
I,v10,1
I,v8,0
J,v3,3
J,v1,1
J,v5,3
J,v2,2
J,v7,1
J,v6,3
J,v4,1
J,v8,0
J,v10,1
K,v2,3
J,v9,0
K,v3,0
K,v5,0
K,v4,1
K,v1,3
K,v6,1
K,v8,2
K,v10,0
L,v1,7
K,v7,1
L,v3,0
L,v2,4
L,v5,0
K,v9,3
L,v8,0
L,v4,0
L,v7,0
L,v6,1
L,v10,3
M,v3,3
L,v9,0
M,v2,0
M,v4,1
M,v6,1
M,v5,2
M,v7,1
M,v10,0
M,v1,0
N,v1,0
M,v8,0
N,v2,2
N,v3,1
M,v9,0
N,v6,0
N,v5,1
N,v7,0
N,v4,1
N,v8,1
N,v10,3
N,v9,1
O,v1,1
O,v2,0
O,v3,
