group,variable,value
A,v1,0
A,v3,0
A,v2,1
A,v4,1
A,v5,1
A,v8,9
A,v9,2
A,v10,1
A,v6,7
B,v1,6
B,v3,5
B,v4,5
B,v2,4
B,v5,3
B,v7,2
B,v8,10
A,v7,5
B,v10,10
B,v9,7
C,v2,15
C,v3,4
C,v4,4
C,v5,11
C,v6,7
C,v7,3
C,v1,5
B,v6,4
C,v10,0
D,v1,3
C,v9,2
C,v8,3
D,v5,7
D,v2,3
D,v4,1
D,v7,1
D,v9,0
D,v6,0
D,v10,1
D,v3,1
E,v1,2
E,v2,2
E,v3,2
D,v8,0
E,v4,0
E,v8,0
E,v9,1
E,v6,0
E,v7,0
E,v10,1
E,v5,0
F,v1,0
F,v4,3
F,v7,1
F,v2,0
F,v3,1
F,v6,0
G,v1,1
F,v5,2
F,v9,6
F,v10,1
F,v8,1
G,v3,4
G,v4,3
G,v6,0
G,v5,0
G,v8,1
G,v9,4
G,v10,2
G,v2,2
H,v2,3
H,v3,0
G,v7,2
H,v1,3
H,v7,0
H,v6,5
H,v5,1
H,v8,4
H,v10,0
H,v9,0
I,v1,0
I,v2,4
H,v4,0
I,v4,2
I,v3,1
I,v7,1
I,v5,1
I,v9,1
I,v8,3
I,v10,0
J,v1,6
J,v2,0
I,v6,0
J,v3,2
J,v5,11
J,v4,3
J,v6,1
J,v9,5
J,v7,7
J,v10,6
K,v1,3
K,v3,3
K,v2,1
J,v8,5
K,v6,5
K,v5,8
K,v4,1
K,v8,2
K,v9,1
K,v10,2
L,v1,6
L,v2,5
L,v4,5
K,v7,4
L,v6,5
L,v3,3
L,v8,0
L,v7,8
L,v9,4
L,v5,3
L,v10,2
M,v1,
