group,variable,value
A,v3,26
A,v4,22
A,v6,156
A,v5,29
A,v7,24
A,v10,33
B,v1,26
B,v2,27
A,v8,35
B,v4,54
B,v5,29
B,v6,36
B,v3,23
B,v7,18
B,v10,39
B,v9,47
A,v9,30
C,v2,27
C,v1,40
C,v4,54
B,v8,30
C,v5,40
C,v7,33
C,v8,44
C,v3,31
C,v10,31
C,v6,44
C,v9,28
D,v2,26
D,v4,35
D,v5,21
D,v1,41
D,v3,23
D,v6,35
D,v9,23
D,v10,48
D,v7,54
D,v8,32
E,v4,26
E,v2,52
E,v1,25
E,v5,29
E,v7,49
E,v8,44
E,v3,50
E,v10,26
F,v2,35
F,v1,32
E,v9,6
E,v6,44
F,v3,26
F,v7,33
F,v5,71
F,v8,36
F,v6,39
F,v10,20
G,v1,46
G,v2,22
F,v4,27
F,v9,27
G,v5,37
G,v6,41
G,v3,31
G,v8,33
G,v10,39
G,v4,28
H,v1,54
G,v9,32
H,v3,34
H,v4,26
H,v2,46
H,v6,50
H,v5,30
H,v8,38
H,v10,21
H,v9,49
G,v7,44
H,v7,27
I,v3,31
I,v4,30
I,v2,25
I,v5,26
I,v7,23
I,v8,48
I,v1,34
I,v10,40
J,v1,36
I,v9,29
I,v6,20
J,v3,30
J,v2,36
J,v6,40
J,v5,41
J,v8,53
J,v4,78
J,v9,22
J,v10,57
K,v2,31
K,v3,48
K,v1,34
J,v7,59
K,v4,29
K,v5,28
K,v7,30
K,v6,38
K,v10,38
L,v1,36
K,v8,42
L,v2,31
L,v3,43
L,v4,26
L,v5,31
L,v6,24
L,v7,87
L,v9,33
L,v8,72
L,v10,32
M,v1,27
K,v9,32
M,v3,31
M,v4,26
M,v6,37
M,v2,34
M,v5,23
M,v7,31
M,v8,
