group,variable,value
A,v1,2
A,v3,1
A,v2,0
A,v5,0
A,v4,1
A,v8,3
A,v7,2
A,v10,2
B,v1,0
B,v2,1
B,v3,0
A,v9,3
B,v4,0
B,v6,2
B,v7,0
B,v5,0
A,v6,0
B,v10,0
B,v8,0
C,v1,0
C,v2,3
C,v4,1
C,v5,0
C,v6,6
B,v9,1
C,v7,4
C,v9,2
C,v10,2
D,v1,0
C,v8,4
D,v2,0
D,v4,3
D,v3,2
D,v6,1
D,v7,1
D,v5,2
D,v8,1
D,v10,0
E,v1,0
C,v3,2
E,v2,1
E,v5,2
E,v3,2
E,v4,3
E,v7,0
D,v9,0
E,v6,3
E,v10,4
E,v9,3
F,v2,0
F,v1,0
F,v4,0
F,v5,1
F,v3,1
F,v6,0
F,v8,0
F,v9,0
F,v10,0
E,v8,1
G,v2,0
G,v1,1
F,v7,2
G,v4,0
G,v5,3
G,v7,2
G,v8,3
G,v3,0
G,v10,0
G,v6,0
G,v9,0
H,v3,3
H,v4,2
H,v1,5
H,v5,0
H,v7,1
H,v8,4
H,v2,1
H,v10,0
I,v1,1
I,v2,2
I,v3,2
H,v6,1
H,v9,2
I,v5,1
I,v4,0
I,v8,1
I,v6,1
I,v10,0
I,v7,0
I,v9,0
J,v3,0
J,v2,4
J,v6,2
J,v1,1
J,v5,5
J,v8,3
J,v9,4
J,v4,1
J,v10,4
K,v2,1
K,v1,0
K,v4,1
K,v3,1
K,v6,4
K,v5,2
K,v7,2
K,v8,3
K,v9,3
K,v10,5
J,v7,2
L,v1,4
L,v3,1
L,v5,1
L,v2,2
L,v7,0
L,v6,1
L,v9,0
L,v4,2
L,v10,3
M,v2,2
L,v8,0
M,v4,0
M,v5,0
M,v1,0
M,v3,6
M,v6,0
M,v7,1
M,v8,
