group,variable,value
A,v1,0
A,v2,0
A,v3,2
A,v5,0
A,v4,1
A,v7,1
A,v9,10
A,v8,3
A,v10,1
B,v2,1
B,v1,0
B,v4,5
B,v5,2
A,v6,1
B,v3,2
B,v8,0
B,v7,2
B,v10,1
C,v1,3
C,v2,4
B,v6,0
B,v9,0
C,v5,0
C,v3,2
C,v6,4
C,v7,3
C,v9,2
C,v10,1
C,v4,1
C,v8,0
D,v3,0
D,v4,0
D,v1,1
D,v5,1
D,v7,1
D,v8,3
D,v2,0
D,v10,1
E,v1,0
E,v2,1
D,v6,2
E,v3,2
E,v5,1
E,v6,0
D,v9,2
E,v4,1
E,v9,5
E,v10,2
E,v7,0
E,v8,2
F,v3,0
F,v2,1
F,v4,0
F,v6,0
F,v7,2
F,v1,0
F,v8,0
F,v10,1
G,v1,1
G,v2,1
F,v5,3
G,v3,1
F,v9,3
G,v4,1
G,v5,0
G,v8,3
G,v9,0
G,v10,0
G,v7,1
H,v2,1
G,v6,0
H,v3,0
H,v4,0
H,v6,0
H,v7,1
H,v8,4
H,v9,0
H,v10,1
H,v5,0
I,v2,1
H,v1,0
I,v3,0
I,v1,0
I,v4,1
I,v6,1
I,v5,1
I,v9,0
I,v8,0
I,v10,0
J,v1,1
J,v2,0
I,v7,0
J,v3,1
J,v6,0
J,v4,0
J,v8,0
J,v5,1
J,v10,1
K,v1,1
K,v2,1
J,v7,0
J,v9,0
K,v4,1
K,v5,0
K,v6,1
K,v8,0
K,v3,0
K,v10,2
K,v9,2
L,v3,0
L,v1,1
K,v7,2
L,v5,0
L,v6,1
L,v4,2
L,v7,0
L,v8,1
L,v2,1
L,v10,1
L,v9,2
M,v2,13
M,v1,0
M,v3,7
M,v4,4
M,v7,5
M,v8,1
M,v5,1
M,v10,1
M,v6,1
M,v9,2
N,v2,2
N,v1,1
N,v3,6
N,v4,1
N,v5,2
N,v7,1
N,v9,0
N,v10,0
N,v6,4
O,v3,0
N,v8,1
O,v2,0
O,v1,0
O,v4,0
O,v6,
O,v5,0
