group,variable,value
A,v1,0
A,v2,2
A,v4,5
A,v6,0
A,v3,2
A,v7,2
A,v8,0
A,v10,0
B,v1,1
A,v9,0
B,v3,0
A,v5,1
B,v4,0
B,v6,1
B,v7,0
B,v5,1
B,v9,3
B,v10,3
C,v1,2
C,v3,4
C,v4,0
C,v2,1
C,v5,0
B,v2,1
C,v6,0
C,v7,0
C,v9,0
C,v10,0
D,v1,0
D,v2,1
D,v3,2
D,v4,0
D,v5,0
C,v8,0
D,v6,0
D,v8,0
D,v9,1
D,v10,0
D,v7,3
E,v2,0
E,v3,3
E,v1,0
E,v4,0
E,v6,3
E,v7,2
E,v5,0
E,v8,8
E,v10,1
F,v1,7
F,v2,9
E,v9,8
F,v3,2
F,v4,5
F,v5,5
F,v6,6
F,v8,6
F,v7,7
F,v10,10
G,v1,3
F,v9,6
G,v3,1
G,v2,4
G,v5,1
B,v8,2
G,v4,3
G,v7,0
G,v9,8
G,v10,1
G,v8,0
H,v1,0
H,v4,0
H,v3,0
H,v2,1
H,v5,0
H,v7,1
H,v6,1
H,v9,0
I,v1,4
H,v10,0
G,v6,3
I,v3,0
I,v4,2
I,v2,0
H,v8,0
I,v5,0
I,v6,0
I,v7,1
I,v9,0
I,v10,0
J,v2,0
J,v1,0
J,v4,0
I,v8,1
J,v6,3
J,v3,1
J,v7,8
J,v5,1
J,v10,6
K,v1,0
K,v2,0
J,v8,8
K,v3,3
J,v9,8
K,v4,1
K,v6,0
K,v5,1
K,v7,0
K,v9,0
K,v8,1
K,v10,0
L,v2,0
L,v3,0
L,v5,0
L,v1,0
L,v4,0
L,v8,1
L,v7,0
L,v6,3
L,v10,0
L,v9,0
M,v1,0
M,v4,2
M,v5,1
M,v6,0
M,v2,0
M,v7,0
M,v8,0
M,v9,2
M,v10,4
N,v1,3
M,v3,0
N,v4,0
N,v3,2
N,v2,1
N,v6,0
N,v8,1
N,v5,1
N,v10,0
O,v1,0
N,v7,0
O,v2,2
O,v3,3
O,v4,3
N,v9,1
O,v5,1
O,v7,3
O,v8,1
O,v9,0
O,v10,0
P,v1,3
P,v2,0
P,v4,1
P,v3,3
P,v6,1
P,v5,0
O,v6,3
P,v8,4
P,v7,1
P,v9,
