group,variable,value
A,v1,39
A,v2,32
A,v3,56
A,v4,26
A,v7,23
A,v8,30
A,v5,29
A,v10,29
A,v9,19
A,v6,32
B,v1,31
B,v4,21
B,v5,23
B,v3,39
B,v7,28
B,v8,22
B,v2,24
B,v10,29
B,v9,36
B,v6,30
C,v3,18
C,v1,25
C,v2,25
C,v4,31
C,v6,19
C,v7,16
C,v9,26
C,v10,31
C,v5,27
D,v1,37
D,v3,26
D,v4,16
D,v6,37
D,v5,26
C,v8,23
D,v8,30
D,v9,53
D,v10,33
D,v7,41
E,v1,31
E,v3,25
E,v2,32
E,v5,27
E,v6,19
D,v2,38
E,v7,21
E,v9,25
E,v10,36
E,v8,30
F,v1,28
F,v3,36
F,v2,28
F,v4,28
F,v6,32
E,v4,41
F,v7,53
F,v5,27
F,v10,18
G,v1,24
G,v2,28
F,v8,32
F,v9,38
G,v5,27
G,v6,38
G,v4,34
G,v7,28
G,v9,34
G,v10,28
G,v3,2
G,v8,29
H,v3,21
H,v4,27
H,v2,28
H,v6,33
H,v7,30
H,v1,51
H,v5,32
H,v10,19
I,v1,30
H,v9,44
I,v2,71
I,v4,19
I,v5,31
I,v3,26
H,v8,30
I,v8,36
I,v9,27
I,v6,50
I,v7,52
J,v2,38
I,v10,33
J,v4,29
J,v6,30
J,v5,55
J,v3,28
J,v7,47
J,v1,25
J,v8,
