group,variable,value
A,v1,0
A,v3,0
A,v2,0
A,v5,3
A,v7,3
A,v8,2
A,v6,3
A,v10,1
B,v1,1
A,v9,0
B,v2,0
B,v3,1
B,v5,0
B,v7,0
B,v6,1
A,v4,3
B,v4,1
C,v1,2
B,v10,1
B,v9,0
C,v2,1
C,v3,0
C,v5,1
B,v8,1
C,v4,1
C,v8,1
C,v10,0
C,v9,0
D,v1,0
D,v2,3
C,v7,1
C,v6,0
D,v5,1
D,v3,4
D,v4,1
D,v7,0
D,v10,0
D,v9,1
E,v1,1
E,v2,0
E,v3,1
D,v8,1
D,v6,1
E,v6,0
E,v7,0
E,v4,0
E,v5,3
E,v10,0
E,v8,0
F,v2,3
F,v3,1
F,v4,0
F,v5,3
F,v1,1
E,v9,0
F,v8,0
F,v9,2
F,v10,2
F,v7,2
F,v6,2
G,v3,3
G,v5,0
G,v2,0
G,v4,0
G,v6,0
G,v8,0
G,v9,0
G,v10,1
G,v1,0
H,v2,2
G,v7,2
H,v5,1
H,v3,1
H,v1,0
H,v6,1
H,v8,0
H,v10,0
H,v7,1
H,v4,0
H,v9,0
I,v1,1
I,v2,1
I,v3,0
I,v5,0
I,v4,0
I,v8,0
I,v7,1
I,v10,0
J,v1,3
I,v9,2
I,v6,0
J,v2,0
J,v4,0
J,v5,2
J,v7,0
J,v3,0
J,v9,2
J,v8,1
J,v10,2
K,v1,0
J,v6,1
K,v2,0
K,v4,0
K,v3,0
K,v6,3
K,v5,0
K,v8,0
K,v9,1
K,v10,7
L,v1,1
L,v2,8
K,v7,4
L,v5,3
L,v4,1
L,v7,4
L,v3,1
L,v6,7
L,v10,3
L,v8,2
L,v9,6
M,v1,4
M,v4,2
M,v3,6
M,v6,1
M,v2,1
M,v5,1
M,v9,6
M,v8,1
M,v10,0
N,v2,0
N,v3,0
N,v1,1
N,v5,0
N,v4,1
N,v7,0
N,v8,1
N,v6,2
N,v10,1
M,v7,1
O,v2,0
O,v3,0
N,v9,0
O,v1,0
O,v5,0
O,v6,0
O,v4,0
O,v7,0
O,v10,
O,v8,0
O,v9,1
