group,variable,value
A,v2,1
A,v3,4
A,v1,1
A,v4,0
A,v7,8
A,v6,0
A,v8,2
A,v10,5
A,v5,1
A,v9,1
B,v2,2
B,v1,4
B,v3,1
B,v5,7
B,v7,3
B,v10,6
B,v6,0
B,v4,6
B,v9,0
C,v2,1
C,v3,6
B,v8,2
C,v1,5
C,v6,11
C,v5,2
C,v8,2
C,v9,0
C,v10,1
D,v2,4
D,v1,6
C,v7,4
D,v3,2
D,v5,0
D,v6,3
D,v4,0
C,v4,5
D,v9,3
E,v1,7
D,v10,16
D,v8,2
E,v3,7
E,v4,3
E,v2,4
E,v5,3
E,v7,1
E,v8,0
E,v9,1
E,v10,1
D,v7,9
F,v3,0
F,v2,0
E,v6,1
F,v5,1
F,v1,0
F,v7,0
F,v8,2
F,v9,3
F,v10,5
G,v1,2
F,v6,1
F,v4,0
G,v4,1
G,v2,2
G,v7,2
G,v6,0
G,v5,0
G,v8,1
G,v10,0
H,v1,3
G,v9,0
H,v2,4
H,v4,0
H,v3,0
H,v5,2
G,v3,1
H,v8,0
H,v6,0
H,v10,9
I,v1,9
I,v2,6
H,v9,0
I,v5,4
H,v7,1
I,v3,3
I,v4,3
I,v8,1
I,v7,1
I,v10,1
I,v6,2
J,v2,5
J,v1,4
J,v3,0
J,v4,4
J,v6,2
J,v5,2
J,v8,3
J,v7,4
J,v10,5
I,v9,0
K,v1,10
J,v9,6
K,v2,13
K,v4,5
K,v6,2
K,v5,3
K,v3,5
K,v7,1
K,v10,2
K,v9,0
K,v8,2
L,v4,1
L,v3,2
L,v1,0
L,v5,2
L,v2,5
L,v6,4
L,v7,
