group,variable,value
A,v1,26
A,v2,32
A,v4,49
A,v3,24
A,v5,30
A,v8,30
A,v6,38
A,v10,26
B,v1,25
A,v7,38
B,v3,37
B,v4,45
B,v5,20
B,v2,24
B,v7,27
B,v8,24
B,v6,15
B,v10,30
C,v1,25
C,v3,25
B,v9,43
C,v2,25
C,v5,37
C,v7,42
C,v6,33
C,v8,24
A,v9,15
C,v10,30
D,v1,27
D,v3,38
C,v4,31
C,v9,29
D,v5,42
D,v6,30
D,v2,26
D,v4,25
D,v9,18
D,v10,29
E,v1,35
D,v8,18
D,v7,22
E,v4,28
E,v5,53
E,v3,55
E,v2,54
E,v7,24
E,v9,43
E,v10,43
F,v1,60
E,v6,36
F,v3,24
F,v4,29
F,v5,78
F,v2,20
F,v6,52
F,v8,24
F,v9,24
F,v10,30
G,v1,39
F,v7,27
G,v2,40
G,v4,20
G,v6,36
E,v8,39
G,v3,56
G,v8,33
G,v9,26
G,v10,34
G,v5,34
H,v2,32
H,v3,21
H,v4,31
H,v1,43
H,v6,21
H,v7,25
H,v8,22
G,v7,28
H,v5,20
H,v10,22
I,v2,34
I,v1,25
H,v9,25
I,v5,34
I,v4,22
I,v7,24
I,v3,42
I,v8,40
I,v9,46
I,v6,34
J,v1,29
I,v10,23
J,v2,
