group,variable,value
39
A,v5,49
A,v4,30
A,v8,37
A,v9,30
A,v10,37
B,v1,28
B,v3,32
B,v2,19
B,v4,66
A,v6,44
A,v7,33
B,v7,31
B,v8,58
B,v9,36
C,v1,39
B,v10,31
B,v5,29
C,v3,78
C,v4,24
C,v2,30
B,v6,24
C,v6,43
C,v8,23
C,v5,32
C,v10,56
C,v7,30
D,v2,38
D,v3,32
D,v4,35
D,v1,40
D,v5,34
C,v9,33
D,v8,32
D,v9,44
D,v10,38
D,v7,43
D,v6,32
E,v1,59
E,v5,31
E,v4,36
E,v6,82
E,v3,28
E,v7,54
E,v2,38
E,v10,37
E,v8,38
F,v2,49
F,v3,26
F,v1,54
E,v9,54
F,v5,31
F,v7,21
F,v8,26
F,v4,28
F,v10,30
G,v1,19
F,v9,33
G,v3,31
G,v4,49
F,v6,51
G,v5,25
G,v7,34
G,v8,64
G,v2,38
G,v10,26
G,v9,38
G,v6,39
H,v1,32
H,v2,28
H,v3,
