group,variable,value
A,v1,1
A,v2,1
A,v3,0
A,v4,0
A,v7,1
A,v8,2
A,v6,2
A,v10,1
B,v1,1
A,v9,1
B,v2,0
B,v4,0
B,v5,4
B,v3,0
B,v6,3
B,v8,4
B,v9,1
B,v10,0
B,v7,2
C,v2,1
C,v3,0
C,v1,0
C,v4,1
C,v6,0
A,v5,2
C,v8,2
C,v5,1
C,v10,1
D,v1,0
C,v9,0
D,v3,0
D,v4,0
C,v7,3
D,v5,0
D,v6,0
D,v8,0
D,v2,0
D,v10,1
E,v2,2
E,v1,0
D,v9,0
E,v3,0
E,v5,0
E,v6,0
D,v7,0
E,v7,0
E,v9,0
F,v1,1
E,v10,1
E,v8,0
F,v3,1
F,v4,1
F,v2,2
F,v5,0
F,v7,2
E,v4,0
F,v8,1
F,v10,2
G,v1,2
F,v9,2
G,v2,2
G,v4,8
F,v6,3
G,v5,2
G,v7,0
G,v8,10
G,v3,5
G,v10,1
H,v2,1
H,v1,1
G,v9,5
G,v6,1
H,v5,3
H,v6,0
H,v4,0
H,v8,2
H,v3,2
H,v9,0
I,v2,1
H,v10,1
I,v3,0
H,v7,0
I,v1,1
I,v5,1
I,v6,1
I,v4,4
I,v9,1
I,v7,2
J,v1,1
I,v10,2
J,v2,1
J,v4,1
J,v3,0
J,v7,2
J,v6,2
I,v8,0
J,v9,1
J,v8,2
J,v5,0
J,v10,2
K,v2,2
K,v4,1
K,v1,2
K,v3,2
K,v6,0
K,v8,1
K,v7,0
K,v10,4
L,v1,2
K,v5,0
L,v2,1
K,v9,0
L,v5,0
L,v3,2
L,v4,1
L,v6,3
L,v7,1
L,v8,
