group,variable,value
A,v1,0
A,v2,0
A,v5,0
A,v6,0
A,v7,0
A,v8,0
A,v9,1
A,v10,1
B,v1,0
B,v2,3
A,v3,1
A,v4,0
B,v5,2
B,v6,0
B,v7,0
B,v4,1
B,v8,0
B,v10,2
C,v2,1
B,v9,0
C,v1,14
C,v4,3
B,v3,0
C,v5,0
C,v7,0
C,v8,1
C,v9,1
C,v10,7
C,v6,2
D,v2,4
C,v3,0
D,v1,6
D,v4,1
D,v5,3
D,v6,4
D,v9,4
D,v7,0
D,v10,8
D,v8,0
E,v3,6
E,v2,5
D,v3,1
E,v5,2
E,v1,6
E,v4,4
E,v8,12
E,v6,8
E,v10,8
F,v1,4
F,v2,7
F,v3,4
E,v9,7
F,v5,1
F,v6,0
E,v7,7
F,v4,3
F,v9,2
F,v8,0
F,v10,2
F,v7,0
G,v3,0
G,v2,0
G,v4,0
G,v6,0
G,v7,1
G,v1,1
G,v9,0
G,v10,0
H,v1,1
G,v8,0
H,v2,0
H,v3,0
H,v5,0
G,v5,0
H,v6,2
H,v8,1
H,v9,0
H,v10,0
I,v1,1
H,v7,0
I,v3,1
I,v2,0
H,v4,0
I,v4,2
I,v5,0
I,v6,0
I,v8,0
I,v7,0
I,v10,1
I,v9,2
J,v2,1
J,v1,0
J,v4,1
J,v5,1
J,v7,0
J,v3,0
J,v6,3
J,v9,1
J,v10,0
K,v1,0
K,v2,0
J,v8,0
K,v4,1
K,v3,0
K,v5,0
K,v7,0
K,v9,2
K,v6,1
K,v10,2
L,v1,9
K,v8,0
L,v3,9
L,v4,11
L,v6,2
L,v2,3
L,v8,8
L,v5,3
L,v9,6
L,v10,0
M,v2,0
L,v7,4
M,v1,0
M,v5,3
M,v3,2
M,v4,3
M,v7,1
M,v6,4
M,v9,0
M,v10,0
N,v1,3
N,v2,3
M,v8,1
N,v4,4
N,v3,1
N,v6,0
N,v5,0
N,v7,0
N,v8,2
N,v9,
