group,variable,value
A,v2,38
A,v3,20
A,v1,31
A,v6,37
A,v5,41
A,v4,29
A,v8,37
A,v9,39
A,v10,29
B,v2,32
B,v3,23
B,v1,32
A,v7,39
B,v4,33
B,v8,24
B,v6,29
B,v9,40
B,v10,51
B,v5,42
C,v1,23
C,v2,28
B,v7,39
C,v3,28
C,v6,31
C,v7,24
C,v4,52
C,v8,36
C,v10,28
D,v1,25
D,v3,26
C,v5,41
C,v9,24
D,v6,25
D,v4,45
D,v2,33
D,v7,26
D,v10,35
D,v9,25
E,v1,68
D,v8,32
D,v5,30
E,v2,25
E,v3,23
E,v4,38
E,v6,50
E,v5,24
E,v8,25
E,v10,45
E,v9,53
E,v7,38
F,v1,35
F,v2,36
F,v5,28
F,v3,31
F,v4,47
F,v8,70
F,v9,32
F,v10,19
F,v6,28
G,v3,28
G,v2,23
G,v1,24
G,v5,81
G,v6,45
G,v7,31
G,v8,40
F,v7,33
G,v10,46
G,v9,56
H,v1,37
H,v2,24
H,v4,162
H,v6,48
H,v3,59
H,v5,48
H,v8,26
G,v4,28
H,v10,28
H,v9,34
H,v7,66
I,v1,41
I,v4,26
I,v6,22
I,v2,37
I,v3,25
I,v8,22
I,v9,29
I,v7,59
I,v5,31
J,v1,26
I,v10,22
J,v3,69
J,v4,29
J,v5,36
J,v6,51
J,v7,38
J,v2,32
J,v9,35
J,v10,25
J,v8,55
K,v2,25
K,v3,23
K,v4,24
K,v5,27
K,v1,28
K,v6,17
K,v7,36
K,v9,26
K,v10,24
L,v1,26
K,v8,33
L,v4,26
L,v2,37
L,v5,35
L,v3,35
L,v6,33
L,v8,31
L,v10,28
M,v1,30
M,v2,30
M,v3,34
L,v7,28
L,v9,22
M,v4,16
M,v5,27
M,v8,26
M,v9,26
M,v6,38
N,v1,26
M,v10,20
N,v2,25
N,v3,21
N,v4,32
M,v7,31
N,v5,36
N,v8,30
N,v7,34
N,v9,17
N,v6,32
O,v1,20
N,v10,33
O,v2,
