group,variable,value
A,v1,37
A,v3,25
A,v4,54
A,v6,38
A,v7,28
A,v8,32
A,v2,28
A,v10,28
B,v1,44
B,v2,26
A,v5,32
A,v9,47
B,v5,19
B,v6,23
B,v3,26
B,v8,40
B,v7,20
B,v10,20
B,v4,35
C,v2,34
C,v3,36
C,v1,26
B,v9,26
C,v7,23
C,v5,28
C,v4,25
C,v6,28
C,v10,29
C,v8,26
C,v9,22
D,v2,26
D,v1,33
D,v5,26
D,v7,49
D,v3,32
D,v4,47
D,v9,26
D,v8,52
D,v10,32
D,v6,16
E,v1,46
E,v2,39
E,v5,28
E,v4,34
E,v6,34
E,v7,27
E,v8,37
E,v10,36
E,v9,29
F,v1,25
E,v3,43
F,v2,46
F,v5,27
F,v3,28
F,v7,27
F,v6,44
F,v4,29
F,v8,28
F,v10,31
F,v9,39
G,v1,44
G,v3,32
G,v5,45
G,v4,43
G,v6,29
G,v2,64
G,v8,31
G,v10,41
H,v1,38
G,v7,28
G,v9,39
H,v4,58
H,v5,22
H,v3,37
H,v7,45
H,v2,28
H,v9,30
H,v10,26
H,v6,55
H,v8,41
I,v1,24
I,v3,39
I,v2,45
I,v6,40
I,v7,57
I,v4,30
I,v5,27
I,v8,42
J,v2,38
I,v9,43
J,v1,33
I,v10,27
J,v3,29
J,v4,25
J,v7,54
J,v5,54
J,v6,43
J,v8,37
J,v10,133
K,v2,37
J,v9,28
K,v3,59
K,v1,40
K,v5,78
K,v7,26
K,v6,42
K,v9,36
K,v10,47
L,v3,77
K,v4,39
L,v1,44
K,v8,35
L,v5,54
L,v2,49
L,v4,54
L,v7,54
L,v6,76
L,v10,56
L,v8,35
L,v9,49
M,v1,42
M,v2,47
M,v3,
