group,variable,value
A,v1,26
A,v2,26
A,v4,50
A,v7,18
A,v5,38
A,v6,30
A,v9,16
B,v1,31
A,v10,16
A,v3,35
B,v3,34
B,v4,40
B,v2,30
B,v5,18
B,v6,25
B,v7,26
B,v10,23
B,v9,34
A,v8,40
B,v8,80
C,v3,27
C,v4,23
C,v1,34
C,v2,17
C,v7,34
C,v6,16
C,v10,20
D,v1,26
C,v9,20
C,v8,27
C,v5,23
D,v3,35
D,v4,36
D,v2,61
D,v7,20
D,v6,40
D,v9,33
D,v10,38
E,v1,28
E,v2,31
D,v5,28
E,v4,25
D,v8,42
E,v6,27
E,v3,52
E,v5,25
E,v9,33
E,v10,23
E,v7,33
E,v8,29
F,v2,32
F,v3,22
F,v1,27
F,v4,74
F,v5,25
F,v8,17
F,v9,39
F,v10,33
F,v6,28
G,v2,40
G,v3,41
G,v1,72
F,v7,37
G,v6,29
G,v7,38
G,v4,55
G,v5,28
G,v10,34
H,v1,35
G,v8,23
G,v9,38
H,v4,27
H,v2,32
H,v3,34
H,v7,30
H,v5,30
H,v9,44
H,v10,26
H,v6,44
I,v1,30
I,v3,26
I,v4,31
I,v2,23
I,v6,31
I,v5,22
I,v8,29
H,v8,71
I,v10,23
I,v7,34
I,v9,26
J,v2,40
J,v1,27
J,v3,48
J,v4,27
J,v6,38
J,v8,24
J,v7,24
J,v10,25
J,v9,21
K,v2,32
J,v5,26
K,v1,42
K,v4,33
K,v3,23
K,v6,38
K,v7,50
K,v9,34
K,v8,30
K,v10,56
K,v5,32
L,v2,28
L,v4,20
L,v5,27
L,v3,21
L,v1,20
L,v6,33
L,v8,22
L,v9,23
L,v7,19
L,v10,30
M,v2,54
M,v3,40
M,v4,42
M,v6,28
M,v7,48
M,v8,38
M,v1,31
M,v5,37
M,v10,30
N,v1,21
N,v2,26
N,v3,22
N,v4,32
N,v5,39
N,v6,41
M,v9,46
N,v7,39
N,v9,29
N,v10,82
N,v8,25
O,v1,35
O,v2,26
O,v3,
