group,variable,value
A,v2,20
A,v4,24
A,v1,37
A,v3,36
A,v5,29
A,v7,38
A,v9,27
A,v10,26
B,v1,23
A,v6,41
B,v2,22
A,v8,27
B,v4,21
B,v3,32
B,v5,24
B,v8,20
B,v6,34
B,v10,31
B,v7,52
B,v9,24
C,v3,21
C,v4,54
C,v5,29
C,v6,80
C,v1,22
C,v2,20
C,v9,33
C,v10,46
C,v8,52
C,v7,25
D,v4,39
D,v1,32
D,v5,37
D,v2,27
D,v7,32
D,v3,16
D,v6,24
D,v10,26
E,v1,24
E,v2,30
D,v8,25
D,v9,25
E,v4,62
E,v6,32
E,v5,23
E,v8,27
E,v9,53
E,v7,26
E,v10,54
E,v3,39
F,v3,25
F,v1,43
F,v2,28
F,v4,44
F,v5,71
F,v6,32
F,v9,28
F,v10,56
F,v7,24
F,v8,24
G,v2,28
G,v4,24
G,v5,36
G,v1,38
G,v6,14
G,v8,34
G,v9,24
G,v10,111
G,v7,39
H,v1,38
H,v3,21
H,v4,36
H,v5,48
H,v6,37
H,v2,28
H,v8,40
H,v9,30
H,v10,21
G,v3,32
I,v2,47
H,v7,52
I,v1,54
I,v3,39
I,v6,148
I,v7,33
I,v8,94
I,v5,52
I,v9,25
I,v4,30
J,v2,55
J,v1,40
I,v10,33
J,v6,32
J,v5,34
J,v4,68
J,v7,30
J,v3,33
J,v9,25
J,v10,42
K,v1,56
J,v8,44
K,v2,57
K,v5,30
K,v3,24
K,v7,39
K,v4,28
K,v9,33
K,v8,37
K,v6,26
K,v10,31
L,v2,33
L,v3,48
L,v4,35
L,v5,26
L,v8,28
L,v7,21
L,v9,127
L,v6,31
L,v10,32
L,v1,29
M,v1,35
M,v4,31
M,v3,22
M,v6,18
M,v5,69
M,v7,18
M,v2,30
M,v9,27
M,v10,34
N,v2,28
M,v8,22
N,v3,50
N,v4,48
N,v1,52
N,v5,21
N,v6,37
N,v7,
