group,variable,value
A,v3,22
A,v4,18
A,v7,26
A,v8,26
A,v9,23
A,v10,28
A,v6,26
B,v1,33
B,v3,27
B,v4,29
B,v5,29
A,v5,21
B,v7,47
B,v8,27
B,v6,26
B,v10,30
B,v2,32
B,v9,76
C,v1,28
C,v4,22
C,v5,24
C,v6,150
C,v3,24
C,v8,30
C,v9,26
C,v10,31
C,v7,27
D,v1,30
D,v2,31
D,v3,31
D,v5,20
D,v6,54
D,v4,21
D,v8,35
D,v9,44
D,v10,143
D,v7,24
C,v2,35
E,v1,24
E,v2,41
E,v5,28
E,v4,29
E,v6,34
E,v8,31
E,v9,27
E,v10,19
E,v3,34
F,v3,28
F,v4,43
E,v7,32
F,v2,35
F,v5,31
F,v6,26
F,v8,27
F,v9,30
F,v10,24
F,v7,27
G,v3,24
G,v2,60
F,v1,30
G,v4,33
G,v6,53
G,v5,56
G,v8,77
G,v9,30
G,v10,20
H,v1,24
H,v2,28
G,v1,36
G,v7,42
H,v3,41
H,v6,18
H,v4,34
H,v5,28
H,v10,24
H,v9,38
I,v1,20
H,v8,23
H,v7,32
I,v2,23
I,v5,50
I,v3,50
I,v6,38
I,v4,67
I,v8,34
I,v10,21
I,v9,33
J,v1,29
I,v7,42
J,v3,76
J,v2,55
J,v6,31
J,v5,38
J,v8,38
J,v9,34
J,v10,62
K,v1,39
J,v4,68
K,v2,27
J,v7,37
K,v4,30
K,v6,45
K,v5,36
K,v8,78
K,v3,51
K,v10,25
K,v7,42
K,v9,24
L,v1,27
L,v2,22
L,v3,23
L,v5,
L,v4,20
