group,variable,value
A,v1,0
A,v2,1
A,v3,0
A,v4,0
A,v6,3
A,v5,2
A,v9,1
A,v10,0
A,v8,4
B,v1,2
B,v3,1
B,v4,0
B,v5,1
B,v2,1
B,v7,2
B,v9,0
B,v6,0
B,v10,3
C,v1,3
C,v2,3
B,v8,4
C,v3,0
C,v5,0
C,v6,1
C,v4,0
C,v8,1
C,v9,1
C,v10,5
C,v7,1
D,v2,4
D,v3,2
D,v4,0
D,v1,3
D,v5,1
D,v7,0
D,v6,2
D,v8,8
D,v10,2
E,v1,2
D,v9,2
E,v2,3
E,v4,3
E,v5,1
A,v7,4
E,v6,8
E,v8,6
E,v7,7
E,v10,7
E,v9,2
E,v3,1
F,v1,2
F,v4,1
F,v2,2
F,v6,3
F,v7,2
F,v5,1
F,v3,1
F,v10,0
G,v1,2
F,v9,2
G,v2,2
G,v4,9
G,v5,1
G,v3,4
G,v6,4
F,v8,6
G,v8,3
G,v10,0
H,v1,0
G,v9,1
H,v3,2
H,v4,0
H,v2,0
H,v6,0
H,v8,1
H,v7,0
H,v5,1
H,v10,1
I,v1,0
I,v4,0
G,v7,4
I,v2,0
H,v9,0
I,v5,0
I,v3,0
I,v8,1
I,v9,0
I,v10,2
I,v6,2
J,v2,3
J,v1,0
J,v4,0
I,v7,1
J,v3,1
J,v5,2
J,v6,0
J,v10,5
J,v8,3
K,v1,2
K,v2,6
K,v3,0
J,v7,0
K,v4,5
K,v6,1
J,v9,1
K,v8,3
K,v7,4
L,v1,2
K,v10,2
L,v2,3
L,v3,4
L,v5,5
K,v5,8
L,v6,0
K,v9,7
L,v4,2
L,v9,1
L,v7,0
L,v8,2
M,v1,
L,v10,0
