group,variable,value
A,v1,1
A,v2,1
A,v3,0
A,v4,2
A,v7,0
A,v5,2
A,v9,0
B,v1,3
A,v10,0
A,v8,0
B,v3,1
B,v4,1
B,v5,1
A,v6,2
B,v2,0
B,v8,2
B,v9,4
B,v10,0
B,v6,1
C,v1,1
C,v3,0
B,v7,1
C,v2,1
C,v5,0
C,v7,2
C,v8,0
C,v6,1
C,v10,4
D,v1,3
D,v2,10
D,v3,1
C,v4,1
D,v5,2
D,v6,0
D,v7,1
D,v8,1
D,v10,4
D,v9,3
D,v4,0
E,v1,2
E,v3,3
E,v2,4
E,v5,5
E,v4,4
E,v7,11
E,v8,4
E,v10,0
C,v9,4
F,v1,0
E,v6,1
E,v9,0
F,v2,1
F,v3,0
F,v6,0
F,v4,1
F,v8,1
F,v9,0
F,v10,0
G,v1,1
G,v2,0
F,v7,0
F,v5,0
G,v5,1
G,v3,1
G,v7,0
G,v8,4
G,v9,5
G,v10,6
H,v2,5
H,v1,5
H,v3,1
G,v4,1
H,v5,1
H,v6,0
H,v4,1
H,v7,2
G,v6,1
H,v10,3
I,v1,3
I,v2,0
H,v8,1
I,v3,0
I,v4,0
I,v5,0
H,v9,1
I,v8,0
I,v7,0
I,v10,0
I,v9,0
J,v1,1
J,v2,0
I,v6,0
J,v3,
