group,variable,value
A,v1,38
A,v2,31
A,v3,19
A,v4,38
A,v5,31
A,v6,34
A,v7,24
A,v10,21
B,v1,23
B,v2,49
A,v9,32
B,v3,46
B,v4,60
B,v6,58
B,v7,26
B,v8,27
A,v8,26
B,v10,19
C,v1,32
B,v9,30
B,v5,28
C,v2,35
C,v6,25
C,v5,26
C,v3,23
C,v7,48
C,v8,21
C,v10,42
D,v1,30
C,v4,35
D,v2,26
D,v3,23
C,v9,41
D,v6,31
D,v7,33
D,v5,29
D,v10,33
D,v9,27
E,v1,31
D,v8,28
E,v3,29
E,v4,40
D,v4,25
E,v2,78
E,v6,37
E,v8,25
E,v7,23
E,v10,42
E,v5,33
F,v3,39
F,v2,31
F,v4,40
F,v5,42
F,v1,19
F,v6,23
F,v7,27
E,v9,19
F,v10,35
F,v8,20
G,v3,21
G,v2,31
F,v9,36
G,v4,33
G,v6,51
G,v7,29
G,v5,76
G,v9,29
G,v10,31
G,v1,22
G,v8,70
H,v2,24
H,v1,29
H,v3,23
H,v6,27
H,v5,40
H,v7,35
H,v8,26
H,v10,30
I,v1,41
I,v2,42
H,v9,34
H,v4,31
I,v3,30
I,v5,29
I,v6,56
I,v9,45
I,v7,51
I,v8,29
I,v4,32
J,v1,34
I,v10,27
J,v4,42
J,v3,21
J,v2,50
J,v5,43
J,v8,37
J,v9,49
J,v10,41
J,v6,36
J,v7,50
K,v1,28
K,v3,76
K,v4,37
K,v6,40
K,v5,37
K,v2,31
K,v9,35
K,v7,28
K,v10,54
L,v1,47
K,v8,22
L,v3,49
L,v2,23
L,v5,36
L,v4,31
L,v7,29
L,v8,20
L,v9,28
M,v1,31
L,v10,29
M,v3,40
M,v2,32
L,v6,37
M,v5,43
M,v6,28
M,v4,33
M,v7,22
M,v8,28
M,v9,
