group,variable,value
A,v1,64
A,v4,18
A,v2,30
A,v3,20
A,v5,15
A,v7,23
A,v6,30
A,v8,29
A,v10,27
B,v2,18
B,v1,17
A,v9,29
B,v5,51
B,v6,15
B,v4,25
B,v3,24
B,v10,30
B,v9,38
C,v1,54
B,v8,18
C,v2,32
C,v4,26
C,v5,51
C,v6,52
B,v7,29
C,v7,41
C,v3,37
C,v10,32
C,v8,55
D,v1,29
D,v2,75
C,v9,56
D,v3,56
D,v5,10
D,v4,42
D,v6,26
D,v7,45
D,v8,78
D,v10,21
E,v2,38
E,v3,32
E,v1,19
E,v5,32
E,v6,34
E,v4,52
E,v7,32
E,v9,32
E,v10,29
D,v9,25
E,v8,37
F,v4,21
F,v3,54
F,v1,27
F,v5,33
F,v8,46
F,v7,29
F,v6,20
F,v9,38
F,v10,30
G,v2,21
F,v2,23
G,v4,41
G,v6,28
G,v5,46
G,v8,37
G,v3,32
G,v7,28
G,v10,52
G,v1,25
H,v1,37
H,v2,40
H,v4,25
G,v9,34
H,v5,30
H,v7,34
H,v3,32
H,v8,142
H,v10,32
I,v1,31
H,v9,24
I,v2,57
I,v3,29
I,v4,24
I,v7,55
H,v6,44
I,v5,17
I,v8,34
I,v6,35
I,v9,20
J,v1,29
I,v10,18
J,v4,45
J,v3,36
J,v2,28
J,v7,44
J,v8,22
J,v6,66
K,v1,34
J,v9,22
J,v10,39
J,v5,30
K,v4,50
K,v2,30
K,v5,24
K,v6,26
K,v7,23
K,v3,21
K,v8,60
K,v10,52
K,v9,37
L,v2,31
L,v1,39
L,v3,23
L,v4,78
L,v6,28
L,v7,27
L,v9,32
L,v5,25
L,v10,24
M,v2,36
M,v3,26
M,v1,28
M,v4,25
M,v5,24
L,v8,20
M,v6,54
M,v7,36
M,v8,60
M,v10,27
N,v2,33
N,v3,24
N,v4,74
M,v9,25
N,v5,23
N,v1,35
N,v8,50
N,v6,24
N,v10,22
N,v7,38
N,v9,26
O,v2,24
O,v3,22
O,v1,19
O,v6,23
O,v5,39
O,v4,96
O,v7,27
O,v8,28
O,v10,26
P,v2,21
P,v1,27
P,v3,30
P,v4,32
P,v7,49
P,v6,31
O,v9,36
P,v9,19
P,v8,21
R,v1,40
P,v10,34
R,v2,23
R,v3,26
R,v6,20
R,v4,28
R,v7,30
P,v5,17
R,v5,39
R,v9,59
R,v8,50
undefined,v1,31
undefined,v2,
R,v10,32
