group,variable,value
A,v4,3
A,v7,4
A,v8,0
A,v6,7
A,v10,3
A,v5,3
B,v2,1
B,v3,1
B,v1,0
A,v9,1
B,v5,1
B,v7,1
B,v8,2
B,v6,1
B,v10,4
C,v1,5
C,v3,2
B,v4,0
C,v2,4
C,v5,3
C,v6,0
B,v9,0
C,v4,1
C,v10,0
C,v8,0
C,v9,0
D,v1,1
D,v2,0
D,v4,0
D,v5,0
D,v6,5
D,v3,1
D,v7,1
D,v9,4
D,v10,5
C,v7,0
E,v1,5
E,v3,4
E,v4,4
D,v8,1
E,v5,8
E,v2,6
E,v6,9
E,v9,3
E,v10,4
E,v8,3
F,v2,2
F,v3,0
E,v7,5
F,v1,5
F,v7,0
F,v8,0
F,v4,1
F,v5,2
F,v10,6
G,v1,3
G,v2,6
F,v6,4
F,v9,4
G,v5,1
G,v6,1
G,v4,3
G,v3,6
G,v9,0
G,v8,1
G,v10,1
H,v2,1
H,v3,0
H,v4,0
G,v7,4
H,v1,0
H,v7,1
H,v5,0
H,v6,0
H,v10,2
I,v1,2
H,v9,0
I,v3,3
I,v2,1
I,v5,1
I,v6,4
I,v4,0
I,v7,2
H,v8,0
I,v9,0
I,v10,1
I,v8,3
J,v3,0
J,v1,0
J,v4,0
J,v2,0
J,v5,
