group,variable,value
A,v1,18
A,v2,15
A,v4,23
A,v5,22
A,v7,36
A,v3,37
A,v9,49
A,v10,29
A,v6,24
B,v1,21
B,v3,24
B,v4,33
A,v8,23
B,v2,54
B,v5,20
B,v8,35
B,v9,25
B,v10,20
B,v6,23
C,v2,28
C,v3,22
C,v1,24
C,v4,20
C,v6,33
C,v7,62
B,v7,30
C,v10,26
C,v9,21
D,v1,31
C,v5,26
D,v2,23
C,v8,40
D,v5,31
D,v6,24
D,v4,27
D,v7,27
D,v9,34
D,v10,39
D,v3,38
D,v8,20
E,v3,22
E,v1,18
E,v5,30
E,v4,24
E,v8,34
E,v7,15
E,v2,36
E,v10,36
F,v1,23
F,v2,23
E,v6,35
E,v9,25
F,v5,27
F,v6,31
F,v7,22
F,v4,47
F,v9,33
F,v10,30
F,v3,32
G,v2,27
G,v3,22
F,v8,26
G,v4,22
G,v6,17
G,v7,23
G,v1,28
G,v8,22
G,v10,28
H,v1,50
H,v2,28
G,v9,28
H,v4,30
H,v3,21
H,v6,25
H,v7,20
H,v8,24
H,v5,36
H,v10,31
I,v1,21
I,v2,31
H,v9,68
I,v3,28
I,v5,70
G,v5,50
I,v7,23
I,v6,21
I,v9,17
I,v4,25
I,v8,26
J,v1,28
I,v10,27
J,v4,18
J,v5,27
J,v2,19
J,v6,23
J,v7,20
J,v3,24
J,v10,32
J,v8,22
J,v9,26
K,v1,42
K,v3,27
K,v4,21
K,v5,32
K,v6,66
K,v7,27
K,v8,31
K,v2,37
K,v9,26
K,v10,29
L,v1,
