group,variable,value
A,v2,3
A,v1,2
A,v5,1
A,v6,2
A,v4,0
A,v8,3
A,v9,1
A,v10,0
A,v3,3
A,v7,2
B,v2,2
B,v4,1
B,v1,2
B,v6,2
B,v7,4
B,v3,0
B,v9,3
B,v10,2
B,v8,0
C,v2,1
B,v5,0
C,v1,3
C,v3,3
C,v4,2
C,v7,3
C,v8,3
C,v5,0
C,v10,1
D,v1,2
C,v6,2
C,v9,3
D,v4,0
D,v5,2
D,v6,0
D,v8,2
D,v7,2
D,v2,0
D,v3,0
D,v10,4
E,v2,1
E,v3,7
E,v1,2
E,v5,4
E,v4,2
E,v6,1
E,v7,1
E,v9,1
E,v10,1
F,v1,0
F,v2,0
D,v9,0
F,v3,1
F,v5,2
F,v4,1
F,v6,1
F,v8,0
F,v10,2
E,v8,1
G,v1,5
G,v2,4
F,v7,1
G,v3,1
G,v4,1
F,v9,0
G,v6,1
G,v8,3
G,v9,1
G,v10,2
G,v7,3
H,v2,1
H,v3,1
G,v5,4
H,v1,1
H,v6,0
H,v8,2
H,v4,1
H,v9,1
H,v10,0
I,v1,1
H,v7,2
H,v5,4
I,v2,1
I,v3,1
I,v5,0
I,v4,0
I,v7,1
I,v8,0
I,v6,0
I,v10,1
J,v2,5
J,v1,1
I,v9,0
J,v3,2
J,v6,2
J,v7,1
J,v9,5
J,v4,0
J,v8,7
J,v10,3
J,v5,0
K,v1,1
K,v4,1
K,v3,2
K,v2,3
K,v7,10
K,v8,3
K,v6,2
K,v10,5
K,v5,3
K,v9,2
L,v1,5
L,v2,
