group,variable,value
A,v2,20
A,v4,30
A,v6,24
A,v7,16
A,v8,19
A,v3,22
A,v10,23
A,v5,36
B,v2,31
B,v3,29
A,v9,37
B,v4,19
B,v1,20
B,v6,24
B,v7,25
B,v5,26
B,v10,28
C,v1,21
C,v2,48
C,v3,35
C,v4,18
B,v9,45
B,v8,45
C,v6,37
C,v8,20
C,v5,50
C,v10,18
C,v9,22
D,v2,23
D,v3,20
D,v4,21
D,v5,18
D,v6,36
C,v7,28
D,v7,32
D,v9,22
D,v10,26
E,v1,21
D,v8,19
D,v1,23
E,v2,24
E,v3,21
E,v4,32
E,v7,23
E,v6,17
E,v9,21
E,v10,27
F,v1,32
E,v5,22
E,v8,22
F,v4,20
F,v5,24
F,v2,20
F,v6,21
F,v7,28
F,v8,34
F,v10,22
G,v1,85
F,v9,43
F,v3,18
G,v4,146
G,v5,72
G,v3,35
G,v7,18
G,v8,19
G,v6,29
G,v10,25
H,v1,35
G,v2,44
G,v9,29
H,v2,31
H,v5,56
H,v6,45
H,v3,29
H,v7,33
H,v4,25
H,v10,26
I,v1,32
H,v9,42
I,v2,33
I,v4,25
I,v6,26
H,v8,56
I,v5,33
I,v8,31
I,v3,37
I,v9,25
I,v7,26
J,v1,25
J,v2,27
I,v10,45
J,v6,22
J,v5,23
J,v4,21
J,v3,57
J,v8,16
J,v7,25
J,v10,38
K,v2,36
J,v9,34
K,v1,26
K,v4,42
K,v6,45
K,v3,33
K,v7,22
K,v5,27
K,v8,78
K,v10,22
K,v9,34
L,v1,26
L,v2,
