group,variable,value
A,v2,7
A,v3,1
A,v1,7
A,v4,2
A,v7,3
A,v8,1
A,v9,2
B,v1,2
A,v10,1
B,v2,3
B,v3,0
B,v4,0
A,v6,7
B,v5,1
B,v6,2
B,v7,0
B,v8,3
B,v10,3
C,v1,2
A,v5,4
B,v9,1
C,v4,0
C,v2,0
C,v6,0
C,v8,0
C,v3,1
C,v9,0
C,v10,0
C,v5,1
C,v7,3
D,v1,3
D,v4,0
D,v3,3
D,v6,0
D,v2,1
D,v8,2
D,v9,3
E,v1,6
D,v7,0
D,v10,5
E,v3,5
D,v5,1
E,v4,1
E,v6,1
E,v2,7
E,v5,1
E,v9,1
E,v10,2
F,v1,3
E,v7,0
F,v3,5
F,v4,0
F,v2,0
E,v8,2
F,v8,2
F,v7,3
F,v9,1
F,v10,1
F,v5,0
F,v6,0
G,v3,3
G,v4,0
G,v5,0
G,v2,1
G,v7,0
G,v8,1
G,v9,0
G,v10,1
G,v6,0
H,v1,0
H,v4,0
H,v3,0
H,v2,0
H,v5,0
H,v7,0
H,v8,0
H,v9,1
H,v6,1
G,v1,0
H,v10,
