group,variable,value
A,v1,28
A,v2,25
A,v3,39
A,v5,25
A,v4,48
A,v6,25
A,v8,14
A,v10,33
B,v1,28
B,v2,20
A,v9,24
B,v3,27
B,v4,18
A,v7,29
B,v5,36
B,v7,19
B,v9,26
B,v10,27
B,v6,40
C,v1,25
C,v3,19
C,v4,23
C,v2,20
C,v5,18
B,v8,23
C,v7,24
C,v9,24
C,v10,33
C,v6,52
C,v8,27
D,v2,32
D,v1,25
D,v4,23
D,v3,19
D,v7,42
D,v8,22
D,v6,27
D,v5,16
D,v10,26
D,v9,38
E,v2,18
E,v4,33
E,v5,17
E,v3,18
E,v1,42
E,v8,22
E,v9,34
E,v10,31
E,v7,28
F,v2,27
F,v3,33
E,v6,32
F,v5,21
F,v1,36
F,v7,25
F,v6,38
F,v8,24
F,v10,26
G,v1,21
F,v9,32
F,v4,28
G,v3,17
G,v5,23
G,v6,25
G,v4,23
G,v7,19
G,v8,28
G,v10,20
H,v1,22
G,v9,23
H,v2,31
H,v4,26
H,v5,54
H,v3,34
G,v2,53
H,v9,41
H,v8,24
H,v10,30
H,v6,20
H,v7,19
I,v2,49
I,v4,40
I,v5,17
I,v3,19
I,v7,53
I,v8,36
I,v1,27
I,v10,20
I,v9,26
I,v6,24
J,v1,19
J,v2,37
J,v5,17
J,v4,33
J,v7,27
J,v6,20
J,v8,36
J,v3,48
J,v10,30
J,v9,33
K,v1,
