group,variable,value
A,v1,78
A,v4,34
A,v5,24
A,v7,74
A,v3,34
A,v2,21
A,v9,26
B,v1,17
A,v10,24
B,v2,29
A,v6,28
B,v3,24
B,v4,29
A,v8,40
B,v5,25
B,v8,25
B,v9,21
B,v10,54
B,v6,34
C,v2,34
C,v1,48
C,v4,23
C,v5,29
C,v6,28
C,v3,26
B,v7,55
C,v9,43
C,v8,27
C,v10,23
D,v2,25
D,v3,48
C,v7,45
D,v1,26
D,v5,32
D,v6,22
D,v8,38
D,v7,29
D,v10,22
E,v1,23
D,v4,62
D,v9,30
E,v2,27
E,v4,14
E,v6,31
E,v7,16
E,v8,28
E,v5,29
E,v10,27
F,v1,34
F,v2,27
E,v3,21
F,v3,24
F,v6,30
F,v5,21
F,v4,28
F,v7,25
F,v9,24
F,v10,18
F,v8,29
G,v2,24
G,v3,32
G,v4,40
E,v9,36
G,v6,25
G,v7,41
G,v9,20
G,v8,20
G,v10,29
G,v5,32
H,v1,22
H,v4,27
H,v3,21
H,v2,22
H,v5,21
H,v7,28
G,v1,22
H,v10,62
H,v9,21
I,v1,21
I,v2,30
I,v3,18
H,v8,19
H,v6,24
I,v4,22
I,v7,19
I,v5,39
I,v9,34
I,v6,28
I,v8,20
J,v1,25
I,v10,26
J,v2,20
J,v3,41
J,v4,
