group,variable,value
A,v1,47
A,v2,23
A,v3,18
A,v4,25
A,v5,18
A,v6,17
A,v9,17
A,v10,19
A,v7,24
B,v1,30
B,v3,27
B,v4,25
A,v8,38
B,v2,23
B,v6,23
B,v8,32
B,v9,27
B,v10,22
C,v1,27
C,v2,25
B,v7,31
C,v4,24
C,v5,38
B,v5,33
C,v3,18
C,v6,34
C,v9,40
C,v10,22
C,v8,24
D,v3,35
D,v2,37
C,v7,33
D,v1,22
D,v6,30
D,v7,28
D,v8,23
D,v5,28
D,v10,25
E,v1,42
E,v2,30
D,v9,27
E,v4,108
E,v5,19
E,v6,26
D,v4,12
E,v3,20
E,v10,40
E,v8,20
E,v9,59
F,v2,24
F,v3,31
F,v1,36
E,v7,26
F,v6,22
F,v7,36
F,v4,28
F,v5,18
F,v10,19
G,v1,32
G,v2,37
F,v9,19
G,v3,29
G,v5,24
G,v7,22
F,v8,23
G,v4,78
G,v9,38
G,v10,24
H,v2,26
H,v3,26
G,v8,28
H,v1,32
H,v5,35
H,v6,38
H,v4,30
H,v7,20
H,v9,33
H,v10,47
I,v2,48
I,v1,32
H,v8,24
G,v6,18
I,v5,29
I,v6,38
I,v4,27
I,v7,33
I,v9,34
I,v3,25
I,v8,27
I,v10,19
J,v1,24
J,v4,38
J,v3,54
J,v2,31
J,v6,21
J,v8,26
J,v7,19
J,v10,14
J,v9,24
J,v5,19
K,v2,29
K,v3,40
K,v1,23
K,v4,37
K,v5,20
K,v7,40
K,v8,27
K,v10,51
K,v6,26
L,v2,37
L,v3,37
K,v9,30
L,v5,18
L,v4,26
L,v7,20
L,v6,22
L,v8,21
L,v9,31
L,v1,26
L,v10,29
M,v3,43
M,v1,28
M,v4,26
M,v2,40
M,v7,20
M,v6,28
M,v8,27
M,v5,36
M,v10,44
M,v9,27
N,v1,39
N,v3,
N,v2,33
