group,variable,value
A,v2,4
A,v1,3
A,v5,5
A,v6,3
A,v3,2
A,v4,4
A,v9,1
A,v10,0
A,v8,4
A,v7,1
B,v3,1
B,v2,1
B,v5,1
B,v4,1
B,v6,3
B,v7,3
B,v8,3
B,v10,8
C,v2,0
C,v3,2
B,v1,4
B,v9,1
C,v1,4
C,v4,6
C,v8,1
C,v7,0
C,v6,5
C,v10,2
C,v9,3
C,v5,2
D,v1,0
D,v4,1
D,v3,3
D,v5,7
D,v6,3
D,v2,1
D,v8,0
D,v10,1
D,v9,0
E,v2,2
E,v3,1
D,v7,5
E,v1,2
E,v4,2
E,v7,3
E,v8,9
E,v6,1
E,v10,8
F,v1,1
E,v9,2
F,v2,1
F,v3,0
F,v4,0
F,v6,9
F,v5,0
E,v5,2
F,v9,0
F,v10,0
G,v1,8
F,v8,3
G,v4,3
F,v7,4
G,v2,1
G,v6,2
G,v7,2
G,v5,0
G,v3,8
G,v10,4
H,v1,2
G,v8,3
H,v2,3
H,v4,2
H,v5,5
H,v3,3
H,v7,9
H,v8,2
G,v9,3
H,v10,0
I,v2,2
I,v1,2
H,v6,5
I,v3,0
H,v9,1
I,v5,0
I,v4,0
I,v8,2
I,v7,0
I,v10,1
J,v2,1
I,v9,2
J,v3,4
J,v4,0
J,v5,2
J,v6,3
I,v6,2
J,v8,2
J,v9,0
J,v1,3
J,v10,0
J,v7,0
K,v2,2
K,v1,0
K,v4,1
K,v5,0
K,v3,1
K,v6,
