group,variable,value
A,v3,22
A,v4,23
A,v7,29
A,v8,28
A,v9,26
A,v5,24
A,v10,24
A,v6,28
B,v2,20
B,v4,34
B,v3,35
B,v5,39
B,v6,31
B,v7,26
B,v8,39
B,v10,27
C,v1,29
B,v9,30
C,v2,28
C,v4,32
C,v5,26
C,v3,27
C,v6,19
C,v8,41
B,v1,23
C,v10,22
D,v1,28
D,v3,33
C,v7,32
C,v9,30
D,v5,32
D,v6,28
D,v2,21
D,v8,17
D,v9,31
E,v1,33
D,v10,35
D,v4,21
E,v3,22
E,v4,23
E,v2,28
E,v6,31
E,v7,34
E,v8,38
D,v7,25
E,v10,20
F,v1,34
F,v2,29
E,v9,26
F,v3,26
F,v5,37
F,v6,24
F,v4,32
E,v5,30
F,v9,23
F,v10,23
F,v7,19
G,v2,23
G,v3,33
G,v1,21
G,v4,16
G,v5,78
G,v7,61
G,v8,17
G,v6,52
G,v10,25
H,v1,22
F,v8,24
H,v2,18
G,v9,26
H,v5,31
H,v4,24
H,v7,33
H,v8,28
H,v3,33
H,v10,60
H,v9,38
I,v2,31
I,v3,26
H,v6,21
I,v4,22
I,v6,23
I,v5,25
I,v7,29
I,v1,24
I,v8,34
I,v10,24
I,v9,50
J,v3,44
J,v1,25
J,v2,32
J,v4,
