group,variable,value
A,v1,28
A,v3,45
A,v4,21
A,v6,40
A,v7,41
A,v8,32
A,v5,40
A,v10,23
B,v1,34
A,v2,25
B,v2,26
B,v3,38
B,v4,23
A,v9,39
B,v7,40
B,v8,26
B,v6,22
B,v10,34
C,v1,22
B,v5,30
C,v3,15
B,v9,33
C,v2,21
C,v6,24
C,v7,27
C,v9,25
C,v8,27
C,v10,24
C,v4,22
D,v1,30
D,v4,53
D,v3,28
D,v2,56
C,v5,23
D,v7,30
D,v6,18
D,v9,35
D,v10,19
D,v5,37
E,v1,34
E,v4,17
E,v2,19
D,v8,22
E,v5,28
E,v3,22
E,v7,26
E,v8,24
E,v10,20
E,v9,19
F,v1,28
F,v2,38
E,v6,21
F,v3,24
F,v6,17
F,v7,27
F,v5,16
F,v9,49
F,v4,36
F,v10,19
G,v2,25
G,v1,26
G,v4,17
G,v5,39
G,v6,23
G,v3,26
G,v8,27
F,v8,25
G,v10,50
G,v9,23
G,v7,43
H,v3,29
H,v4,22
H,v2,38
H,v5,24
H,v1,30
H,v8,25
H,v9,52
H,v10,29
I,v1,18
I,v2,24
H,v7,25
I,v4,37
I,v5,28
I,v6,24
I,v3,42
H,v6,36
I,v7,35
I,v8,28
I,v9,
