group,variable,value
A,v1,31
A,v2,41
A,v3,26
A,v5,23
A,v7,37
A,v8,39
A,v4,25
A,v10,29
B,v1,51
B,v2,53
A,v6,19
B,v3,20
B,v6,23
B,v5,34
B,v4,37
A,v9,48
B,v9,36
B,v8,29
B,v10,33
C,v1,26
C,v3,26
C,v4,27
C,v5,26
C,v6,25
C,v2,17
C,v7,36
B,v7,20
C,v10,22
D,v1,20
C,v9,26
D,v2,75
D,v3,19
D,v5,22
D,v6,20
C,v8,19
D,v8,30
D,v4,54
E,v1,32
D,v10,15
D,v9,26
D,v7,25
E,v4,32
E,v5,27
E,v2,30
E,v3,33
E,v8,28
E,v7,42
E,v10,21
F,v1,50
F,v2,26
E,v9,31
F,v3,30
F,v4,36
F,v6,22
F,v7,46
F,v5,22
E,v6,19
F,v10,31
F,v8,53
F,v9,55
G,v1,50
G,v3,19
G,v5,32
G,v7,17
G,v2,33
G,v4,22
G,v8,54
G,v10,22
H,v1,49
G,v9,25
G,v6,18
H,v3,39
H,v2,45
H,v6,39
H,v5,39
H,v8,27
H,v7,43
H,v10,30
I,v1,15
I,v2,26
H,v4,40
I,v3,28
I,v4,27
I,v6,28
I,v7,33
H,v9,38
I,v5,24
I,v8,43
I,v9,26
J,v1,31
I,v10,41
J,v4,24
J,v2,26
J,v6,31
J,v5,23
J,v7,34
J,v9,33
J,v3,35
J,v10,48
K,v2,49
K,v1,34
K,v4,24
K,v3,31
K,v6,30
J,v8,24
K,v8,36
K,v7,18
K,v5,21
K,v9,45
K,v10,29
L,v1,19
L,v4,21
L,v2,29
L,v5,25
L,v3,20
L,v6,30
L,v7,27
L,v9,20
L,v10,19
M,v1,24
L,v8,20
M,v3,43
M,v5,26
M,v2,22
M,v7,39
M,v6,30
M,v8,39
M,v4,24
N,v1,26
M,v10,15
N,v3,27
N,v2,19
N,v5,40
M,v9,31
N,v7,40
N,v8,33
N,v6,24
N,v10,31
N,v9,26
O,v2,38
O,v3,33
N,v4,24
O,v1,29
O,v4,28
O,v5,21
O,v6,
