group,variable,value
A,v2,24
A,v6,40
A,v3,18
A,v4,40
A,v7,16
A,v9,32
A,v10,42
B,v1,20
B,v2,17
A,v5,38
B,v5,15
B,v3,30
B,v6,35
B,v7,38
A,v8,35
B,v4,34
B,v10,22
C,v1,40
C,v2,40
B,v8,32
C,v3,27
B,v9,20
C,v6,18
C,v4,18
C,v8,20
C,v5,24
C,v10,25
D,v1,21
D,v2,20
C,v9,27
C,v7,35
D,v5,27
D,v6,27
D,v3,38
D,v8,24
D,v9,30
D,v10,38
D,v7,31
E,v2,37
E,v3,49
D,v4,23
E,v4,35
E,v1,30
E,v8,25
E,v6,22
E,v5,39
E,v10,40
E,v9,37
E,v7,28
F,v3,32
F,v4,27
F,v2,25
F,v7,31
F,v6,34
F,v5,23
F,v9,141
F,v1,23
F,v10,29
G,v1,22
G,v3,19
G,v4,31
G,v5,22
G,v7,31
G,v2,20
G,v6,38
G,v9,27
H,v1,27
G,v10,16
F,v8,27
H,v3,17
H,v4,28
H,v2,20
H,v5,15
H,v7,21
H,v8,25
H,v6,32
H,v10,58
I,v1,34
G,v8,28
H,v9,38
I,v4,36
I,v5,28
I,v3,31
I,v6,33
I,v8,34
I,v9,22
I,v10,18
I,v2,21
J,v1,30
I,v7,26
J,v3,26
J,v2,27
J,v4,23
J,v5,
