group,variable,value
A,v1,0
A,v3,1
A,v5,0
A,v6,0
A,v4,0
A,v2,0
A,v7,2
A,v10,0
B,v1,0
B,v2,0
A,v8,0
B,v3,0
B,v5,0
B,v6,0
B,v7,0
B,v8,0
A,v9,1
B,v10,2
C,v1,0
C,v2,0
B,v9,1
B,v4,0
C,v5,0
C,v4,1
C,v3,2
C,v8,0
C,v9,0
C,v10,0
C,v6,0
D,v2,0
D,v3,2
D,v1,1
D,v4,1
D,v6,0
D,v7,0
D,v5,1
D,v8,0
D,v10,0
E,v1,1
E,v2,0
D,v9,2
E,v3,2
E,v6,0
E,v5,0
C,v7,0
E,v8,0
E,v9,1
F,v2,0
E,v7,1
E,v10,0
F,v3,2
E,v4,0
F,v4,1
F,v6,3
F,v5,0
F,v8,0
F,v9,1
F,v10,0
F,v7,1
G,v2,0
G,v3,0
G,v4,0
G,v1,0
G,v5,1
F,v1,0
G,v7,1
G,v8,0
G,v10,0
G,v9,0
G,v6,0
H,v4,0
H,v3,0
H,v2,0
H,v5,1
H,v1,0
H,v9,0
H,v8,0
H,v10,0
H,v7,0
I,v2,1
I,v3,3
I,v1,0
H,v6,0
I,v5,0
I,v4,1
I,v8,0
I,v7,0
I,v10,1
I,v6,3
J,v1,1
I,v9,2
J,v4,1
J,v2,1
J,v3,0
J,v5,1
J,v6,0
J,v8,0
J,v10,1
J,v9,3
K,v1,1
K,v3,1
J,v7,0
K,v4,3
K,v5,1
K,v6,3
K,v9,1
K,v2,1
K,v10,2
K,v8,2
L,v1,1
L,v3,1
K,v7,2
L,v2,2
L,v5,0
L,v6,1
L,v8,0
L,v4,2
L,v10,0
L,v9,2
M,v1,0
M,v3,0
L,v7,0
M,v5,1
M,v2,0
M,v7,0
M,v6,0
M,v9,0
M,v4,0
M,v10,0
M,v8,0
N,v3,0
N,v1,1
N,v4,0
N,v6,0
N,v2,0
N,v8,0
N,v5,1
N,v10,0
N,v7,1
N,v9,0
O,v2,1
O,v3,0
O,v1,0
O,v5,0
O,v6,0
O,v4,0
O,v9,0
O,v7,0
O,v8,0
P,v2,0
P,v1,0
O,v10,0
P,v5,0
P,v3,0
P,v7,0
P,v4,0
P,v6,0
P,v9,0
P,v8,0
P,v10,0
R,v2,0
R,v5,0
R,v1,0
R,v3,1
R,v4,0
R,v7,0
R,v6,0
R,v10,0
R,v8,2
undefined,v1,2
R,v9,0
undefined,v3,1
undefined,v5,0
undefined,v4,0
undefined,v7,1
undefined,v6,0
undefined,v8,0
undefined,v2,0
undefined,v9,0
undefined,v1,1
undefined,v10,0
undefined,v2,3
undefined,v5,3
undefined,v3,0
undefined,v6,0
undefined,v4,1
undefined,v7,3
undefined,v9,0
undefined,v1,0
undefined,v10,0
undefined,v8,0
undefined,v5,0
undefined,v3,2
undefined,v6,0
undefined,v7,1
undefined,v4,1
undefined,v8,0
undefined,v2,0
undefined,v1,0
undefined,v10,1
undefined,v2,0
undefined,v9,0
undefined,v3,1
undefined,v5,0
undefined,v6,0
undefined,v4,0
undefined,v8,0
undefined,v9,0
undefined,v7,1
undefined,v10,1
undefined,v1,1
undefined,v3,0
undefined,v2,1
undefined,v4,1
undefined,v7,2
undefined,v5,0
undefined,v9,1
undefined,v10,1
undefined,v6,0
undefined,v8,0
undefined,v1,2
undefined,v3,1
undefined,v4,0
undefined,v5,0
undefined,v6,0
undefined,v2,0
undefined,v9,0
undefined,v7,0
undefined,v10,0
undefined,v1,1
undefined,v2,0
undefined,v4,0
undefined,v3,2
undefined,v7,0
undefined,v8,0
undefined,v6,1
undefined,v5,0
undefined,v8,0
undefined,v9,0
undefined,v10,0
undefined,v2,1
undefined,v1,1
undefined,v4,1
undefined,v5,0
undefined,v3,0
undefined,v6,0
undefined,v7,1
undefined,v9,0
undefined,v10,1
undefined,v8,1
undefined,v2,1
undefined,v1,1
undefined,v4,0
undefined,v5,1
undefined,v6,1
undefined,v3,1
undefined,v7,0
undefined,v10,1
undefined,v8,0
undefined,v2,1
undefined,v9,1
undefined,v4,1
undefined,v1,1
undefined,v5,0
undefined,v3,1
undefined,v7,0
undefined,v6,1
undefined,v10,1
undefined,v8,3
undefined,v1,0
undefined,v3,1
undefined,v9,0
undefined,v4,1
undefined,v2,0
undefined,v5,0
undefined,v6,1
undefined,v8,3
undefined,v1,0
undefined,v9,0
undefined,v10,0
undefined,v2,1
undefined,v4,3
undefined,v7,0
undefined,v7,1
undefined,v6,0
undefined,v3,0
undefined,v9,2
undefined,v5,2
undefined,v10,2
undefined,v8,1
undefined,v3,0
undefined,v2,0
undefined,v5,3
undefined,v4,0
undefined,v7,1
undefined,v1,1
undefined,v6,1
undefined,v10,1
undefined,v8,0
undefined,v2,1
undefined,v1,0
undefined,v9,0
undefined,v5,1
undefined,v4,0
undefined,v7,1
undefined,v3,0
undefined,v8,0
undefined,v9,1
undefined,v10,0
undefined,v2,1
undefined,v6,2
undefined,v1,0
undefined,v4,1
undefined,v6,0
undefined,v5,0
undefined,v3,1
undefined,v8,1
undefined,v9,3
undefined,v10,1
undefined,v2,0
undefined,v3,1
undefined,v1,1
undefined,v7,1
undefined,v5,1
undefined,v7,1
undefined,v6,0
undefined,v10,1
undefined,v9,0
undefined,v8,0
undefined,v4,3
undefined,v2,0
undefined,v1,3
undefined,v5,0
undefined,v4,0
undefined,v7,0
undefined,v6,3
undefined,v3,0
undefined,v10,0
undefined,v9,0
undefined,v2,0
undefined,v1,0
undefined,v3,1
undefined,v5,0
undefined,v8,1
undefined,v7,1
undefined,v4,0
undefined,v9,0
undefined,v8,3
undefined,v10,5
undefined,v6,2
undefined,v1,2
undefined,v3,1
undefined,v2,0
undefined,v4,0
undefined,v6,0
undefined,v7,2
undefined,v5,4
undefined,v8,1
undefined,v10,0
undefined,v1,0
undefined,v9,2
undefined,v2,1
undefined,v5,0
undefined,v4,0
undefined,v6,1
undefined,v3,1
undefined,v9,0
undefined,v7,4
undefined,v10,1
undefined,v8,1
undefined,v2,2
undefined,v4,0
undefined,v3,0
undefined,v5,0
undefined,v1,3
undefined,v7,1
undefined,v8,2
undefined,v6,0
undefined,v9,1
undefined,v10,
