group,variable,value
A,v1,29
A,v2,35
A,v3,78
A,v4,20
A,v6,22
A,v8,36
A,v7,28
A,v10,69
A,v5,22
A,v9,34
B,v3,21
B,v4,20
B,v2,30
B,v1,24
B,v7,43
B,v9,43
B,v6,86
B,v10,26
C,v1,18
C,v2,28
B,v8,24
C,v3,38
C,v4,32
B,v5,26
C,v5,47
C,v6,44
C,v7,22
C,v10,41
D,v1,43
D,v2,57
C,v9,82
D,v3,26
D,v4,30
C,v8,24
D,v5,32
D,v8,45
D,v9,41
D,v10,29
D,v6,26
E,v2,35
E,v3,25
D,v7,26
E,v4,23
E,v6,27
E,v7,31
E,v1,27
E,v8,38
E,v10,21
F,v1,26
E,v5,23
F,v3,35
F,v2,30
F,v5,32
F,v6,33
F,v4,24
F,v7,74
F,v9,38
F,v10,80
G,v1,24
E,v9,44
F,v8,23
G,v5,17
G,v4,33
G,v2,27
G,v6,28
G,v8,20
G,v9,32
G,v10,27
G,v7,37
G,v3,29
H,v5,22
H,v2,19
H,v1,16
H,v3,38
H,v6,8
H,v7,37
H,v10,22
H,v4,15
H,v9,26
I,v1,31
I,v3,23
I,v2,19
H,v8,20
I,v4,34
I,v5,20
I,v6,52
I,v7,24
I,v9,
I,v8,21
