group,variable,value
A,v2,32
A,v3,20
A,v1,29
A,v4,23
A,v5,23
A,v6,31
A,v8,32
A,v7,20
A,v9,36
A,v10,22
B,v1,31
B,v4,18
B,v5,21
B,v6,27
B,v3,36
B,v8,21
B,v2,20
B,v10,18
B,v9,19
B,v7,40
C,v3,25
C,v4,25
C,v1,31
C,v6,49
C,v7,27
C,v8,17
C,v5,25
C,v10,32
D,v1,20
D,v2,22
D,v3,24
C,v2,35
C,v9,20
D,v5,19
D,v8,38
D,v7,26
D,v9,24
D,v10,20
E,v2,22
D,v4,21
D,v6,26
E,v1,69
E,v5,36
E,v4,22
E,v6,31
E,v8,22
E,v9,31
E,v10,20
F,v1,27
E,v7,30
F,v3,62
F,v2,34
F,v5,41
E,v3,27
F,v6,39
F,v7,25
F,v9,34
F,v10,22
G,v1,30
G,v2,19
G,v3,27
G,v4,16
F,v8,30
G,v6,34
G,v5,26
G,v8,23
G,v10,42
G,v7,19
H,v1,22
H,v2,31
F,v4,23
H,v3,30
H,v4,16
H,v6,18
H,v7,20
G,v9,26
H,v5,20
H,v8,24
H,v9,26
H,v10,
