group,variable,value
A,v1,0
A,v2,2
A,v3,0
A,v5,2
A,v4,1
A,v8,2
A,v9,0
A,v10,0
A,v6,0
B,v2,1
B,v3,0
B,v1,2
A,v7,0
B,v6,0
B,v7,0
B,v5,1
B,v10,2
B,v8,2
C,v1,1
B,v4,1
C,v2,7
B,v9,2
C,v4,1
C,v6,4
C,v7,5
C,v5,4
C,v8,1
C,v10,1
D,v1,4
D,v2,0
C,v3,1
D,v3,0
D,v4,2
D,v6,3
D,v7,0
D,v9,2
D,v8,1
D,v5,3
D,v10,1
C,v9,1
E,v3,0
E,v2,1
E,v4,1
E,v5,0
E,v1,2
E,v7,1
E,v9,0
F,v1,3
E,v10,2
F,v2,2
F,v3,5
F,v4,3
E,v6,1
F,v5,2
F,v7,1
F,v6,1
F,v9,2
G,v1,1
G,v2,1
F,v10,2
G,v3,6
G,v4,3
G,v6,0
G,v5,1
E,v8,0
G,v8,0
G,v7,0
G,v10,0
F,v8,0
H,v2,0
H,v1,2
H,v4,1
H,v5,0
H,v6,0
H,v3,0
H,v8,0
H,v10,0
H,v7,0
H,v9,1
I,v2,0
I,v3,1
I,v1,0
G,v9,0
I,v6,0
I,v5,1
I,v7,0
I,v4,1
I,v8,0
I,v9,0
J,v1,0
I,v10,1
J,v2,0
J,v3,1
J,v4,1
J,v7,1
J,v6,1
J,v5,1
J,v10,
J,v9,0
J,v8,0
