group,variable,value
A,v1,23
A,v2,22
A,v3,41
A,v4,25
A,v5,29
A,v6,40
A,v9,48
A,v10,36
A,v8,22
B,v1,23
B,v2,24
B,v3,21
B,v5,53
B,v6,32
B,v7,32
A,v7,25
B,v4,32
B,v8,25
B,v10,20
C,v2,35
C,v3,16
C,v1,28
C,v5,23
B,v9,13
C,v7,19
C,v8,31
C,v4,19
C,v10,28
D,v1,38
D,v2,34
C,v6,21
D,v4,22
D,v5,30
D,v3,28
D,v6,40
C,v9,36
D,v7,41
D,v10,58
E,v1,34
D,v8,40
D,v9,20
E,v2,19
E,v5,23
E,v4,12
E,v6,24
E,v7,25
E,v9,42
E,v8,16
E,v10,30
F,v2,35
F,v1,23
F,v3,33
F,v5,30
F,v7,34
F,v4,27
E,v3,27
F,v10,34
G,v1,42
F,v6,33
G,v2,31
G,v3,19
F,v9,32
G,v4,33
G,v6,23
G,v7,27
G,v5,36
G,v8,26
G,v10,28
H,v1,29
G,v9,27
H,v2,22
H,v4,36
H,v5,31
H,v3,35
F,v8,80
H,v6,33
H,v8,
H,v7,21
