group,variable,value
A,v1,1
A,v2,3
A,v5,0
A,v6,0
A,v7,4
A,v4,3
A,v3,0
A,v10,0
A,v8,4
B,v1,1
B,v4,0
B,v2,4
B,v5,1
B,v6,0
B,v7,2
B,v8,2
A,v9,1
B,v10,0
C,v1,3
B,v3,0
B,v9,1
C,v4,0
C,v5,1
C,v2,0
C,v3,0
C,v8,0
C,v6,1
C,v10,1
D,v1,1
C,v7,0
D,v3,2
D,v4,2
D,v5,2
C,v9,0
D,v7,8
D,v6,2
D,v2,5
D,v10,10
E,v1,2
D,v9,0
D,v8,1
E,v3,0
E,v4,3
E,v2,2
E,v7,0
E,v5,2
E,v8,0
E,v10,4
F,v1,0
F,v3,2
E,v9,1
F,v4,5
E,v6,6
F,v2,0
F,v6,5
F,v7,1
F,v8,0
F,v10,1
G,v1,1
G,v2,6
F,v5,7
G,v4,4
G,v5,2
F,v9,1
G,v6,3
G,v7,1
G,v9,5
G,v10,1
G,v8,3
H,v1,2
H,v3,0
H,v2,0
H,v5,1
G,v3,6
H,v6,0
H,v8,0
H,v9,2
H,v10,5
I,v1,4
H,v7,0
I,v2,8
H,v4,6
I,v3,2
I,v4,8
I,v6,0
I,v5,0
I,v9,0
I,v10,0
I,v7,0
J,v1,0
I,v8,0
J,v4,1
J,v2,0
J,v3,0
J,v6,
J,v5,0
