group,variable,value
A,v1,2
A,v3,2
A,v2,1
A,v4,7
A,v7,2
A,v6,7
A,v9,1
A,v10,0
B,v1,1
B,v2,2
A,v5,7
A,v8,3
B,v5,4
B,v6,0
B,v3,4
B,v7,2
B,v9,3
B,v10,2
C,v1,5
C,v3,7
B,v8,3
B,v4,0
C,v5,4
C,v4,7
C,v7,2
C,v8,4
C,v9,1
C,v10,0
C,v2,5
D,v1,0
C,v6,2
D,v4,1
D,v5,0
D,v6,0
D,v3,0
D,v8,0
D,v2,0
D,v10,0
D,v7,2
E,v2,1
E,v3,0
D,v9,0
E,v1,0
E,v4,0
E,v7,0
E,v8,0
E,v10,3
E,v5,0
E,v6,0
F,v1,0
F,v3,0
E,v9,0
F,v5,0
F,v6,0
F,v7,0
F,v2,1
F,v8,3
F,v10,4
G,v1,1
F,v9,0
G,v2,0
G,v3,0
G,v5,1
G,v4,1
G,v6,1
F,v4,1
G,v8,1
G,v10,5
H,v1,0
H,v2,4
G,v9,2
H,v3,1
H,v5,3
H,v4,2
G,v7,3
H,v7,1
H,v6,2
H,v8,
