group,variable,value
A,v2,1
A,v4,0
A,v3,1
A,v7,0
A,v6,0
A,v8,1
A,v10,0
A,v9,1
A,v5,1
B,v1,0
B,v4,0
B,v5,1
B,v2,0
B,v3,2
B,v8,3
B,v9,0
B,v10,0
B,v6,0
C,v2,3
C,v1,0
C,v3,10
C,v4,16
C,v6,4
C,v7,8
C,v5,6
C,v8,4
B,v7,0
C,v10,1
D,v2,5
D,v1,2
D,v4,3
C,v9,2
D,v6,1
D,v5,4
D,v7,1
D,v9,3
D,v3,4
D,v10,4
E,v2,0
E,v3,0
D,v8,2
E,v1,2
E,v4,0
E,v7,3
E,v6,1
E,v10,9
E,v9,6
E,v5,0
E,v8,0
F,v2,2
F,v4,4
F,v5,0
F,v6,2
F,v1,6
F,v8,9
F,v3,0
F,v10,1
G,v1,1
G,v2,0
F,v9,7
G,v3,6
G,v6,4
G,v4,6
F,v7,3
G,v8,3
G,v7,3
G,v10,1
H,v1,0
H,v2,0
G,v5,2
G,v9,0
H,v5,2
H,v6,5
H,v3,2
H,v8,0
H,v7,4
H,v4,3
H,v9,0
H,v10,
