group,variable,value
A,v1,27
A,v2,32
A,v3,56
A,v4,32
A,v6,18
A,v5,65
A,v7,31
A,v8,24
A,v10,44
B,v2,76
B,v1,33
B,v3,42
B,v5,39
B,v4,34
B,v7,24
B,v6,26
A,v9,88
B,v10,30
C,v1,36
B,v8,31
B,v9,26
C,v5,26
C,v4,52
C,v3,24
C,v6,17
C,v8,35
C,v9,30
C,v10,28
C,v7,35
D,v3,24
D,v2,21
D,v1,27
C,v2,28
D,v7,78
D,v6,28
D,v5,33
D,v8,42
D,v10,76
D,v4,25
E,v2,19
E,v3,22
E,v4,26
D,v9,29
E,v1,66
E,v8,36
E,v6,41
E,v7,25
E,v10,42
F,v1,51
F,v2,30
E,v5,30
F,v3,72
F,v4,24
F,v6,130
F,v5,31
F,v8,31
F,v9,36
F,v10,18
F,v7,34
E,v9,29
G,v3,15
G,v4,19
G,v2,25
G,v5,18
G,v7,37
G,v8,31
G,v9,22
G,v10,34
G,v6,25
G,v1,57
H,v2,21
H,v4,17
H,v5,26
H,v1,48
H,v3,29
H,v9,34
H,v6,32
H,v10,33
I,v1,32
I,v2,21
H,v7,40
H,v8,29
I,v3,37
I,v4,36
I,v5,27
I,v6,28
I,v7,
