group,variable,value
A,v2,42
A,v5,32
A,v7,26
A,v6,42
A,v3,34
A,v10,45
A,v9,26
B,v1,51
A,v4,46
A,v8,20
B,v4,26
B,v5,28
B,v6,24
B,v3,41
B,v8,45
B,v10,41
B,v7,37
B,v2,53
C,v2,78
C,v1,24
C,v4,18
C,v5,33
B,v9,28
C,v3,29
C,v9,24
C,v8,39
C,v10,41
D,v1,20
C,v6,28
C,v7,33
D,v3,28
D,v2,25
D,v6,109
D,v4,22
D,v8,32
D,v7,19
D,v5,31
D,v10,54
D,v9,48
E,v3,73
E,v4,39
E,v5,44
E,v6,40
E,v1,42
E,v7,31
E,v9,42
F,v2,22
E,v10,34
E,v8,59
E,v2,49
F,v4,60
F,v6,50
F,v1,39
F,v3,37
F,v7,23
F,v5,80
F,v10,37
G,v1,30
F,v8,71
G,v3,38
G,v4,24
F,v9,72
G,v2,41
G,v6,40
G,v8,32
G,v9,34
G,v10,49
G,v5,28
H,v2,29
H,v3,46
G,v7,27
H,v1,48
H,v6,27
H,v4,40
H,v8,38
H,v7,67
H,v10,24
I,v1,26
H,v5,30
H,v9,32
I,v4,49
I,v2,29
I,v3,51
I,v7,28
I,v6,41
I,v10,27
I,v9,22
I,v8,38
I,v5,26
J,v2,25
J,v1,28
J,v5,45
J,v3,48
J,v7,42
J,v4,22
J,v9,66
J,v6,24
J,v10,27
J,v8,32
K,v3,30
K,v2,30
K,v5,30
K,v4,30
K,v7,40
K,v1,22
K,v8,38
K,v6,51
K,v10,17
K,v9,12
L,v2,17
L,v1,33
L,v4,34
L,v5,23
L,v7,25
L,v3,28
L,v8,34
L,v10,34
M,v1,30
L,v9,24
M,v3,36
L,v6,21
M,v5,26
M,v4,38
M,v6,36
M,v7,60
M,v9,20
M,v10,28
M,v2,40
N,v1,26
M,v8,54
N,v3,33
N,v4,23
N,v2,38
N,v5,21
N,v6,28
N,v7,24
N,v9,44
N,v10,31
O,v2,41
O,v1,29
O,v4,21
N,v8,21
O,v3,38
O,v5,34
O,v6,32
O,v7,
