group,variable,value
A,v1,59
A,v3,68
A,v4,53
A,v6,19
A,v7,27
A,v8,63
A,v9,34
A,v10,35
A,v2,23
B,v2,39
B,v3,50
B,v4,28
A,v5,39
B,v1,31
B,v7,67
B,v8,27
B,v6,24
B,v9,28
B,v10,33
B,v5,54
C,v1,55
C,v4,40
C,v6,49
C,v2,37
C,v5,30
C,v8,27
C,v9,30
C,v10,40
C,v3,27
C,v7,39
D,v3,27
D,v1,20
D,v2,47
D,v4,24
D,v7,31
D,v8,22
D,v10,32
D,v5,20
E,v1,36
D,v6,39
D,v9,25
E,v4,38
E,v5,24
E,v6,19
E,v3,24
E,v2,32
E,v7,25
E,v10,66
E,v9,29
F,v2,42
E,v8,31
F,v3,31
F,v4,62
F,v1,37
F,v7,40
F,v8,22
F,v5,34
F,v10,27
F,v9,21
G,v1,18
F,v6,30
G,v4,24
G,v5,28
G,v2,26
G,v3,28
G,v7,29
G,v8,28
G,v10,28
G,v6,70
G,v9,16
H,v3,35
H,v4,26
H,v1,29
H,v2,28
H,v6,33
H,v7,29
H,v10,26
H,v8,25
H,v5,22
H,v9,32
I,v3,49
I,v1,25
I,v4,40
I,v2,22
I,v6,26
I,v8,28
I,v9,57
I,v5,30
I,v7,24
I,v10,23
J,v1,21
J,v2,62
J,v3,
