group,variable,value
A,v1,1
A,v2,0
A,v3,2
A,v4,1
A,v5,3
A,v6,0
A,v9,0
A,v10,2
A,v7,0
B,v2,1
B,v3,0
B,v1,1
A,v8,0
B,v5,0
B,v7,0
B,v8,0
B,v4,0
B,v10,0
B,v6,0
C,v1,2
C,v2,1
C,v4,0
C,v5,0
C,v3,1
B,v9,2
C,v6,1
C,v9,0
C,v10,2
C,v7,2
D,v1,1
C,v8,3
D,v2,3
D,v5,0
D,v3,0
D,v4,3
D,v6,0
D,v9,1
D,v8,1
D,v7,4
D,v10,1
E,v1,0
E,v3,0
E,v4,0
E,v6,2
E,v2,1
E,v7,3
E,v10,1
E,v5,1
E,v8,1
F,v2,0
E,v9,4
F,v1,1
F,v5,0
F,v3,1
F,v6,3
F,v4,1
F,v7,0
F,v9,2
F,v10,5
G,v1,1
G,v2,1
F,v8,0
G,v4,7
G,v6,1
G,v7,1
G,v3,3
G,v5,0
G,v10,0
H,v1,2
H,v2,4
G,v8,1
G,v9,0
H,v5,1
H,v6,0
H,v4,1
H,v7,0
H,v10,0
H,v9,4
H,v3,2
I,v2,0
I,v3,0
H,v8,4
I,v1,0
I,v6,1
I,v5,2
I,v8,3
I,v4,3
I,v10,1
I,v9,8
I,v7,3
J,v3,11
J,v4,4
J,v1,4
J,v5,8
J,v6,2
J,v7,1
J,v9,2
J,v10,1
J,v2,4
J,v8,3
K,v2,1
K,v1,4
K,v4,1
K,v5,4
K,v3,1
K,v6,8
K,v7,1
K,v9,1
K,v10,2
L,v3,0
L,v1,3
K,v8,4
L,v5,3
L,v2,1
L,v4,0
L,v8,1
L,v6,0
L,v7,3
L,v9,0
M,v1,
L,v10,1
