group,variable,value
A,v1,0
A,v2,1
A,v4,0
A,v5,0
A,v7,0
A,v8,0
A,v6,1
A,v10,0
B,v1,0
B,v2,0
A,v3,0
A,v9,0
B,v4,0
B,v3,1
B,v5,0
B,v8,3
B,v9,1
B,v10,0
B,v7,3
B,v6,1
C,v3,0
C,v4,2
C,v2,0
C,v1,1
C,v6,1
C,v7,0
C,v9,0
C,v10,0
D,v2,1
C,v8,0
D,v1,0
D,v4,1
D,v5,1
C,v5,0
D,v3,0
D,v7,1
D,v9,4
D,v10,3
D,v8,0
E,v1,1
E,v3,2
E,v2,3
E,v5,1
E,v6,0
E,v7,0
D,v6,1
E,v9,1
E,v10,3
E,v4,0
F,v1,2
F,v2,0
F,v4,2
F,v5,2
F,v3,1
F,v7,3
F,v6,2
F,v9,2
G,v1,0
F,v10,1
F,v8,2
G,v2,0
E,v8,3
G,v5,3
G,v6,1
G,v4,0
G,v3,2
G,v8,1
G,v10,5
G,v7,1
H,v2,2
H,v3,4
H,v5,5
G,v9,4
H,v4,1
H,v7,9
H,v8,2
H,v1,6
H,v10,1
I,v1,2
I,v2,1
H,v6,4
I,v4,0
H,v9,2
I,v3,0
I,v6,1
I,v5,0
I,v9,1
I,v7,2
I,v10,1
J,v2,0
I,v8,1
J,v4,1
J,v1,1
J,v3,1
J,v5,0
J,v7,0
J,v6,0
J,v9,3
J,v10,3
K,v1,2
K,v3,1
K,v2,0
J,v8,2
K,v5,3
K,v6,3
K,v4,2
K,v8,0
K,v9,0
K,v10,1
K,v7,0
L,v1,2
L,v4,2
L,v2,3
L,v3,2
L,v6,3
L,v8,4
L,v5,1
L,v10,0
L,v7,0
L,v9,0
M,v1,4
M,v2,4
M,v5,1
M,v7,0
M,v3,6
M,v6,0
M,v4,4
M,v8,0
M,v10,1
N,v1,2
M,v9,1
N,v3,0
N,v4,0
N,v6,5
N,v2,1
N,v7,0
N,v5,1
N,v8,0
O,v1,1
N,v10,0
O,v2,1
N,v9,0
O,v5,2
O,v3,1
O,v7,1
O,v4,0
O,v8,1
O,v10,0
O,v9,1
P,v2,3
O,v6,7
P,v3,3
P,v5,2
P,v4,2
P,v6,0
P,v8,0
P,v7,0
P,v9,2
P,v10,1
P,v1,0
R,v1,1
R,v3,5
R,v2,0
R,v5,7
R,v6,
R,v4,0
