group,variable,value
A,v2,1
A,v1,0
A,v5,1
A,v7,0
A,v6,0
A,v3,4
A,v8,0
B,v1,1
A,v10,2
A,v9,1
A,v4,2
B,v5,0
B,v4,2
B,v2,0
B,v3,0
B,v6,0
B,v7,0
B,v10,1
B,v9,1
C,v2,0
C,v3,3
C,v5,1
C,v4,2
C,v6,6
C,v7,10
C,v1,1
C,v8,1
C,v10,6
B,v8,2
D,v2,4
D,v3,3
D,v4,5
D,v1,4
C,v9,7
D,v7,2
D,v8,2
D,v6,0
D,v10,2
E,v1,2
D,v9,1
E,v4,0
E,v3,2
D,v5,1
E,v5,6
E,v6,1
E,v8,0
E,v9,1
E,v10,0
F,v1,0
E,v2,0
E,v7,0
F,v2,0
F,v3,3
F,v7,1
F,v4,5
F,v8,5
F,v9,7
F,v10,2
F,v5,3
G,v2,4
G,v3,0
F,v6,8
G,v4,0
G,v6,0
G,v5,0
G,v9,1
G,v8,0
G,v10,2
G,v1,2
G,v7,0
H,v4,0
H,v3,1
H,v2,1
H,v1,1
H,v5,0
H,v6,2
H,v7,
