group,variable,value
A,v1,27
A,v2,28
A,v4,38
A,v5,34
A,v6,26
A,v3,20
A,v9,18
A,v10,26
A,v7,26
A,v8,24
B,v3,25
B,v4,31
B,v2,34
B,v1,22
B,v6,20
B,v8,24
B,v9,31
B,v10,20
B,v5,21
B,v7,21
C,v1,38
C,v4,50
C,v6,28
C,v3,18
C,v2,21
C,v7,17
C,v9,34
C,v10,28
C,v8,21
C,v5,22
D,v3,50
D,v4,57
D,v2,38
D,v5,40
D,v7,21
D,v8,20
D,v9,30
D,v6,43
D,v10,38
E,v2,27
E,v1,54
D,v1,32
E,v4,33
E,v3,48
E,v6,32
E,v8,34
E,v5,54
E,v10,38
E,v7,86
F,v2,27
E,v9,40
F,v3,38
F,v5,26
F,v6,32
F,v7,36
F,v4,53
F,v9,20
F,v10,34
G,v1,49
F,v1,28
G,v2,25
G,v4,33
G,v5,26
G,v6,36
G,v7,30
G,v8,26
G,v9,33
G,v10,30
G,v3,48
F,v8,51
H,v1,30
H,v4,45
H,v5,19
H,v2,30
H,v3,32
H,v8,25
H,v9,28
H,v10,35
I,v1,22
I,v2,51
H,v7,22
H,v6,47
I,v3,23
I,v6,59
I,v5,34
I,v7,33
I,v4,26
I,v9,21
I,v10,26
J,v1,24
I,v8,26
J,v2,26
J,v3,42
J,v6,30
J,v7,26
J,v8,37
J,v9,50
J,v10,30
J,v4,40
K,v1,22
K,v2,46
J,v5,34
K,v3,44
K,v4,40
K,v7,26
K,v5,24
K,v8,59
K,v9,34
K,v10,38
L,v2,24
L,v1,34
L,v3,26
K,v6,76
L,v5,36
L,v6,38
L,v8,35
L,v4,33
L,v7,36
L,v9,22
L,v10,
