group,variable,value
A,v1,37
A,v2,39
A,v5,126
A,v3,31
A,v6,23
A,v8,42
A,v9,31
A,v10,24
A,v4,21
B,v1,62
B,v3,24
B,v2,24
B,v5,32
B,v6,39
B,v8,50
A,v7,19
B,v10,28
B,v4,40
C,v1,31
C,v2,23
C,v4,25
B,v7,19
B,v9,19
C,v3,29
C,v5,17
C,v8,22
C,v7,34
C,v10,25
D,v2,28
D,v1,35
D,v3,33
C,v6,29
D,v5,34
C,v9,44
D,v8,27
D,v6,30
D,v4,39
D,v10,22
E,v1,36
D,v9,43
E,v3,29
E,v4,24
D,v7,24
E,v2,39
E,v5,46
E,v8,19
E,v9,21
E,v6,29
E,v10,28
F,v2,28
E,v7,24
F,v3,27
F,v1,81
F,v5,31
F,v6,37
F,v7,24
F,v4,35
F,v8,20
F,v10,
F,v9,31
