group,variable,value
A,v2,22
A,v4,33
A,v5,30
A,v7,18
A,v3,34
A,v6,22
A,v10,28
B,v1,29
A,v9,22
B,v2,36
B,v3,27
B,v5,52
B,v6,35
B,v4,26
A,v8,77
B,v8,28
B,v10,23
B,v7,32
B,v9,16
C,v3,38
C,v2,31
C,v1,31
C,v6,20
C,v4,24
C,v5,28
C,v8,22
C,v10,32
D,v1,29
D,v2,38
C,v9,58
C,v7,21
D,v5,17
D,v6,31
D,v3,33
D,v7,28
D,v9,32
D,v8,28
D,v10,31
E,v2,31
E,v3,29
E,v1,35
D,v4,32
E,v6,50
E,v7,37
E,v5,44
E,v4,31
F,v1,28
E,v10,49
E,v8,22
F,v3,30
F,v5,26
F,v2,29
F,v6,38
F,v7,27
E,v9,33
F,v10,22
F,v9,60
F,v8,23
G,v1,29
G,v3,38
G,v5,44
F,v4,36
G,v2,38
G,v7,27
G,v8,22
G,v6,27
G,v10,21
G,v9,36
H,v2,22
H,v3,68
H,v1,20
H,v4,32
H,v6,25
H,v7,20
H,v5,28
H,v10,37
H,v9,26
H,v8,35
I,v2,33
I,v4,26
G,v4,56
I,v3,33
I,v6,24
I,v8,45
I,v1,22
I,v5,23
J,v1,15
I,v10,32
I,v7,27
I,v9,31
J,v2,26
J,v3,22
J,v7,42
J,v4,34
J,v5,36
J,v8,41
J,v9,32
J,v10,36
K,v2,27
K,v1,29
K,v3,26
K,v4,50
J,v6,25
K,v5,44
K,v7,105
K,v9,27
K,v6,48
L,v1,43
K,v10,34
L,v2,28
K,v8,34
L,v4,78
L,v6,47
L,v7,38
L,v3,13
L,v5,50
L,v8,36
L,v10,32
L,v9,45
M,v2,33
M,v1,17
M,v5,24
M,v3,32
M,v7,37
M,v4,50
M,v6,28
M,v8,33
M,v9,35
M,v10,26
N,v3,30
N,v1,34
N,v5,33
N,v4,40
N,v6,30
N,v2,32
N,v7,54
N,v8,30
N,v10,21
O,v1,32
O,v2,66
N,v9,31
O,v6,42
O,v4,28
O,v7,26
O,v3,53
O,v8,26
O,v10,18
O,v9,46
O,v5,41
P,v1,40
P,v2,39
P,v3,31
P,v4,
