group,variable,value
A,v2,1
A,v3,4
A,v1,0
A,v5,0
A,v6,1
A,v8,0
A,v7,1
B,v1,0
A,v10,2
B,v2,2
A,v4,2
A,v9,1
B,v5,1
B,v3,0
B,v7,0
B,v6,2
B,v9,0
B,v10,7
B,v4,1
C,v1,6
B,v8,0
C,v4,2
C,v5,4
C,v6,6
C,v7,4
C,v2,4
C,v8,9
C,v10,5
D,v1,1
D,v2,15
C,v3,7
C,v9,4
D,v4,2
D,v6,6
D,v5,7
D,v3,9
D,v7,4
D,v10,2
D,v9,2
E,v2,7
E,v1,5
E,v4,2
D,v8,4
E,v6,0
E,v7,2
E,v3,3
E,v9,3
E,v10,0
E,v5,1
F,v1,0
F,v3,1
F,v4,0
F,v2,0
F,v5,0
F,v7,0
F,v8,0
F,v6,3
F,v10,0
F,v9,2
G,v2,2
E,v8,0
G,v1,2
G,v3,1
G,v6,5
G,v7,8
G,v4,1
G,v8,6
G,v10,4
H,v1,1
H,v2,3
G,v9,2
H,v3,1
H,v4,0
H,v6,3
H,v7,10
H,v5,3
G,v5,6
H,v10,10
I,v2,1
H,v8,5
H,v9,7
I,v4,2
I,v1,6
I,v5,8
I,v3,2
I,v8,3
I,v7,9
I,v10,3
I,v9,4
J,v2,2
J,v1,4
J,v4,2
I,v6,7
J,v6,0
J,v3,1
J,v5,6
J,v8,1
J,v9,0
J,v10,1
K,v2,0
K,v1,1
K,v5,1
K,v3,1
K,v6,1
J,v7,2
K,v4,0
K,v8,0
K,v10,2
K,v7,1
L,v1,0
K,v9,0
L,v2,
