group,variable,value
A,v1,41
A,v2,51
A,v3,23
A,v4,52
A,v6,28
A,v7,26
A,v9,23
A,v10,30
A,v8,16
B,v1,38
B,v2,29
B,v3,23
B,v5,18
B,v4,39
B,v7,46
B,v8,29
B,v6,25
B,v10,33
C,v1,40
A,v5,70
C,v3,37
C,v4,27
C,v2,22
B,v9,28
C,v7,39
C,v8,86
C,v5,39
C,v10,25
D,v1,34
C,v9,38
D,v2,33
C,v6,33
D,v5,48
D,v6,32
D,v3,40
D,v4,35
D,v8,53
D,v10,29
E,v1,27
D,v9,30
D,v7,40
E,v4,28
E,v5,44
E,v3,38
E,v2,24
E,v7,24
E,v9,27
E,v10,27
F,v1,30
F,v2,22
F,v3,41
E,v8,27
F,v5,26
F,v6,23
F,v4,18
F,v8,25
F,v9,26
F,v10,38
E,v6,38
G,v1,22
G,v2,21
F,v7,22
G,v5,70
G,v6,40
G,v4,33
G,v8,30
G,v9,41
G,v10,28
G,v7,42
H,v1,20
H,v3,22
H,v5,23
H,v4,49
H,v2,27
H,v7,51
H,v8,38
G,v3,46
H,v10,31
I,v1,40
I,v2,34
H,v6,73
H,v9,31
I,v5,36
I,v6,27
I,v3,22
I,v7,39
I,v8,52
I,v4,39
I,v9,20
I,v10,33
J,v1,47
J,v4,69
J,v2,26
J,v5,32
J,v7,26
J,v6,24
J,v9,31
J,v3,38
J,v10,31
K,v1,38
K,v3,30
K,v2,31
K,v5,36
J,v8,28
K,v7,22
K,v4,27
K,v9,51
K,v6,31
K,v10,29
K,v8,19
L,v1,
