group,variable,value
A,v2,33
A,v3,29
A,v5,31
A,v4,27
A,v7,48
A,v6,57
A,v10,30
A,v8,42
B,v3,29
B,v2,33
A,v9,24
B,v1,42
B,v6,22
B,v9,46
B,v5,35
B,v8,23
B,v10,21
C,v1,62
B,v4,32
C,v4,28
B,v7,24
C,v2,30
C,v6,21
C,v7,33
C,v5,45
C,v3,28
C,v10,24
D,v1,29
D,v2,33
C,v9,29
C,v8,27
D,v4,23
D,v3,29
D,v7,22
D,v8,27
D,v6,22
D,v10,33
D,v5,21
D,v9,41
E,v2,33
E,v4,32
E,v5,22
E,v1,50
E,v6,25
E,v8,28
E,v3,32
E,v10,30
E,v7,46
F,v1,23
F,v3,34
F,v4,29
E,v9,31
F,v5,33
F,v7,20
F,v6,51
F,v9,22
F,v10,31
F,v8,38
G,v1,24
G,v3,31
G,v2,26
F,v2,24
G,v5,26
G,v7,23
G,v8,33
G,v6,32
G,v9,52
G,v10,28
H,v1,21
H,v3,31
H,v2,55
H,v5,32
H,v6,51
G,v4,51
H,v4,23
H,v7,25
H,v9,30
H,v10,29
I,v1,53
H,v8,20
I,v3,36
I,v2,42
I,v4,30
I,v7,41
I,v8,49
I,v6,46
I,v10,32
I,v5,30
I,v9,33
J,v1,33
J,v3,33
J,v4,51
J,v2,33
J,v7,37
J,v5,28
J,v6,39
J,v10,56
J,v9,55
K,v1,36
J,v8,72
K,v3,33
K,v2,34
K,v4,25
K,v6,27
K,v5,26
K,v9,22
K,v7,24
K,v8,41
K,v10,40
L,v3,54
L,v2,21
L,v4,37
L,v5,28
L,v6,31
L,v8,23
L,v9,23
L,v10,26
L,v7,50
M,v1,28
L,v1,30
M,v4,41
M,v3,39
M,v5,19
M,v6,26
M,v2,43
M,v7,23
M,v8,14
M,v9,
