group,variable,value
A,v1,28
A,v2,26
A,v3,27
A,v4,45
A,v6,29
A,v8,72
A,v5,25
A,v10,30
A,v9,34
B,v1,22
B,v4,28
B,v3,23
B,v5,32
B,v6,155
B,v7,50
B,v9,36
A,v7,19
B,v10,66
C,v1,29
C,v2,57
B,v2,24
C,v4,147
C,v6,33
C,v3,30
B,v8,16
C,v7,27
C,v10,36
C,v5,30
D,v1,63
D,v2,54
C,v8,26
C,v9,85
D,v5,29
D,v6,39
D,v4,32
D,v3,32
D,v10,33
D,v7,24
D,v8,27
E,v2,32
E,v4,34
E,v3,23
D,v9,40
E,v5,18
E,v8,52
E,v7,25
E,v1,38
E,v10,29
F,v1,68
F,v4,27
E,v6,38
F,v3,40
F,v5,26
F,v6,27
F,v2,23
F,v7,29
F,v8,35
F,v10,33
G,v1,29
G,v2,21
F,v9,24
G,v3,28
G,v5,47
G,v6,28
G,v4,22
G,v7,54
G,v8,26
G,v10,19
H,v1,26
H,v2,33
E,v9,28
G,v9,26
H,v6,29
H,v5,40
H,v3,30
H,v4,26
H,v9,23
H,v7,45
H,v8,22
H,v10,71
I,v2,
I,v1,28
