group,variable,value
A,v1,0
A,v3,2
A,v2,1
A,v5,0
A,v4,2
A,v8,0
A,v9,0
A,v10,1
A,v7,1
A,v6,0
B,v1,1
B,v3,0
B,v5,2
B,v6,2
B,v4,1
B,v2,2
B,v9,4
B,v10,6
B,v8,5
C,v2,8
C,v3,2
B,v7,3
C,v1,8
C,v6,6
C,v7,4
C,v4,6
C,v5,4
C,v10,3
D,v1,6
C,v9,3
D,v3,4
C,v8,3
D,v4,2
D,v2,6
D,v5,2
D,v8,3
D,v9,2
D,v10,1
D,v7,5
E,v1,0
D,v6,3
E,v2,0
E,v5,0
E,v4,1
E,v6,0
E,v8,1
E,v9,0
E,v10,2
E,v3,0
F,v1,1
E,v7,2
F,v3,1
F,v5,0
F,v2,2
F,v6,0
F,v7,4
F,v9,3
F,v10,8
F,v8,3
G,v3,2
G,v1,0
G,v4,1
G,v2,2
F,v4,0
G,v5,0
G,v8,0
G,v6,6
G,v7,0
G,v9,1
G,v10,2
H,v1,
