group,variable,value
A,v1,0
A,v2,1
A,v4,3
A,v3,0
A,v6,1
A,v7,3
A,v9,2
A,v10,9
A,v8,2
A,v5,2
B,v3,1
B,v4,0
B,v1,3
B,v2,4
B,v7,0
B,v6,1
B,v8,2
B,v10,2
C,v1,0
C,v2,2
B,v5,1
B,v9,5
C,v5,1
C,v3,1
C,v4,0
C,v8,1
C,v9,1
C,v10,0
D,v1,2
C,v6,0
C,v7,0
D,v2,0
D,v4,2
D,v7,4
D,v5,3
D,v8,2
D,v9,0
D,v10,1
D,v6,7
E,v1,0
E,v3,6
E,v2,1
E,v4,4
D,v3,3
E,v6,2
E,v5,3
E,v8,3
E,v7,7
E,v10,7
F,v2,1
F,v3,3
E,v9,6
F,v4,1
F,v6,0
F,v1,1
F,v8,3
F,v9,0
F,v10,2
F,v5,2
G,v1,2
F,v7,3
G,v4,1
G,v5,1
G,v2,0
G,v3,3
G,v8,0
G,v9,0
G,v10,0
G,v6,1
G,v7,0
H,v1,0
H,v5,0
H,v3,0
H,v6,3
H,v2,0
H,v7,2
H,v8,1
H,v10,5
H,v9,7
H,v4,0
I,v1,5
I,v2,3
I,v3,1
I,v5,4
I,v4,0
I,v6,1
I,v8,3
I,v9,3
I,v10,2
I,v7,1
J,v4,1
J,v2,1
J,v3,4
J,v1,3
J,v6,5
J,v8,3
J,v5,0
J,v10,2
J,v7,3
K,v2,1
K,v1,3
K,v4,2
K,v5,0
K,v6,0
K,v3,7
J,v9,5
K,v8,
K,v7,0
