group,variable,value
A,v1,0
A,v3,4
A,v2,1
A,v4,1
A,v7,3
A,v5,2
A,v8,1
A,v10,2
A,v6,0
B,v2,0
B,v3,0
B,v1,0
B,v5,0
B,v6,0
B,v4,3
B,v7,0
B,v8,1
B,v10,0
C,v1,1
C,v2,0
B,v9,0
C,v3,1
C,v5,0
C,v6,1
A,v9,0
C,v4,2
C,v9,0
C,v7,0
C,v10,0
D,v2,2
C,v8,1
D,v4,2
D,v5,1
D,v6,2
D,v7,2
D,v1,0
D,v8,0
D,v10,0
E,v1,2
D,v9,0
E,v3,1
D,v3,5
E,v4,0
E,v6,1
E,v7,1
E,v2,3
E,v8,3
E,v10,1
F,v1,4
F,v2,2
F,v3,1
F,v4,2
E,v9,1
E,v5,0
F,v7,2
F,v8,2
F,v5,0
F,v10,0
F,v9,1
G,v2,0
G,v3,1
F,v6,2
G,v5,0
G,v6,1
G,v1,1
G,v8,0
G,v9,0
G,v10,1
G,v4,0
H,v2,2
G,v7,0
H,v1,5
H,v3,0
H,v4,0
H,v6,0
H,v5,2
H,v10,4
H,v8,0
I,v1,4
H,v9,1
I,v3,7
I,v2,4
I,v5,5
H,v7,0
I,v4,6
I,v7,
I,v6,4
