group,variable,value
A,v1,44
A,v2,40
A,v4,22
A,v3,20
A,v7,40
A,v6,23
A,v9,42
A,v10,30
B,v1,34
A,v8,38
A,v5,29
B,v4,23
B,v5,51
B,v3,32
B,v6,23
B,v8,25
B,v9,29
B,v2,38
B,v10,28
C,v2,22
C,v3,44
C,v4,21
C,v1,24
C,v6,33
C,v5,26
C,v7,25
B,v7,51
C,v10,26
C,v8,21
D,v1,19
C,v9,24
D,v4,29
D,v3,23
D,v6,24
D,v7,18
D,v2,18
D,v8,29
D,v10,47
E,v2,24
D,v5,25
E,v3,22
D,v9,24
E,v5,32
E,v1,28
E,v6,23
E,v4,31
E,v8,41
E,v10,35
F,v1,22
E,v7,35
F,v2,46
F,v4,26
E,v9,28
F,v6,17
F,v5,27
F,v8,42
F,v3,65
F,v10,23
F,v7,41
F,v9,26
G,v4,27
G,v2,35
G,v3,41
G,v1,42
G,v7,33
G,v6,27
G,v10,31
G,v9,29
G,v8,76
G,v5,38
H,v2,28
H,v3,31
H,v5,19
H,v6,32
H,v1,40
H,v4,55
H,v8,45
H,v9,
H,v7,24
