group,variable,value
A,v3,1
A,v4,2
A,v6,1
A,v2,2
A,v5,1
A,v7,0
A,v10,0
A,v8,3
B,v2,3
B,v1,2
B,v3,3
B,v5,1
B,v6,5
B,v8,0
A,v9,0
B,v4,3
B,v10,2
B,v7,0
C,v2,0
C,v3,0
C,v4,2
C,v5,2
B,v9,0
C,v1,1
C,v8,0
C,v6,4
C,v10,0
D,v1,0
C,v9,3
C,v7,1
D,v4,1
D,v3,1
D,v6,0
D,v7,1
D,v2,2
D,v5,4
D,v10,0
E,v2,0
D,v8,1
D,v9,1
E,v3,1
E,v4,6
E,v6,4
E,v7,0
E,v5,0
E,v1,0
E,v10,4
E,v9,3
E,v8,0
F,v2,0
F,v1,2
F,v5,8
F,v6,0
F,v7,7
F,v4,7
F,v9,4
F,v10,7
F,v8,7
G,v1,2
G,v3,3
G,v5,3
G,v4,3
G,v2,7
G,v6,0
G,v8,4
G,v7,3
G,v10,3
H,v1,2
H,v2,3
F,v3,0
G,v9,1
H,v5,2
H,v6,4
H,v4,1
H,v8,0
H,v9,1
H,v3,2
H,v10,2
I,v1,3
I,v2,0
I,v3,1
H,v7,0
I,v4,0
I,v5,2
I,v6,1
I,v9,2
I,v8,0
I,v10,3
J,v2,1
J,v1,1
J,v3,1
J,v4,2
I,v7,1
J,v7,8
J,v5,4
J,v6,6
J,v8,4
J,v10,2
K,v1,2
J,v9,0
K,v3,2
K,v4,3
K,v2,2
K,v7,2
K,v6,5
K,v9,3
K,v8,3
K,v10,3
L,v2,8
L,v1,8
K,v5,8
L,v5,5
L,v3,6
L,v6,0
L,v7,2
L,v4,5
L,v8,0
L,v10,2
M,v1,2
L,v9,6
M,v2,1
M,v3,0
M,v7,0
M,v5,1
M,v6,0
M,v4,0
M,v8,0
M,v10,7
N,v1,7
N,v3,6
N,v4,1
M,v9,0
N,v6,0
N,v5,8
N,v2,3
N,v8,1
N,v7,0
N,v10,0
O,v1,3
N,v9,0
O,v2,0
O,v3,
