group,variable,value
A,v1,4
A,v2,7
A,v3,3
A,v4,4
A,v5,4
A,v6,3
A,v8,4
A,v10,0
B,v1,2
B,v2,1
A,v7,5
A,v9,6
B,v5,0
B,v6,1
B,v3,0
B,v8,5
B,v9,10
B,v4,0
B,v10,8
C,v1,10
C,v2,2
B,v7,3
C,v3,1
C,v6,1
C,v7,5
C,v4,2
C,v8,8
C,v10,2
D,v1,2
D,v2,10
C,v5,5
C,v9,4
D,v3,6
D,v4,8
D,v6,3
D,v7,0
D,v10,2
D,v9,0
D,v5,2
E,v1,2
E,v3,2
D,v8,0
E,v4,9
E,v2,2
E,v7,0
E,v5,1
E,v8,1
E,v9,1
F,v2,1
E,v6,3
E,v10,1
F,v4,1
F,v5,3
F,v1,3
F,v6,2
F,v3,1
F,v8,1
F,v10,4
G,v1,4
G,v2,4
F,v7,0
G,v4,4
G,v5,0
F,v9,2
G,v3,0
G,v7,0
G,v9,0
G,v10,1
G,v8,0
H,v1,0
H,v2,0
H,v4,2
H,v5,1
G,v6,0
H,v3,1
H,v8,1
H,v9,0
H,v6,0
H,v7,0
H,v10,1
I,v1,0
I,v2,
