group,variable,value
A,v1,0
A,v2,1
A,v3,0
A,v6,0
A,v4,0
A,v7,1
A,v10,7
B,v1,0
B,v2,5
A,v5,4
A,v8,1
B,v4,1
B,v6,0
B,v3,0
A,v9,8
B,v5,0
B,v7,0
B,v10,0
C,v1,1
C,v2,0
B,v9,1
C,v3,0
C,v5,0
C,v6,0
C,v4,0
B,v8,1
C,v9,0
C,v10,1
D,v1,0
D,v2,1
C,v7,0
C,v8,0
D,v3,1
D,v6,0
D,v7,0
D,v8,5
D,v5,0
D,v10,0
D,v9,5
D,v4,0
E,v1,0
E,v4,0
E,v3,1
E,v2,0
E,v7,0
E,v5,0
E,v8,0
E,v10,0
E,v6,1
E,v9,0
F,v1,0
F,v4,0
F,v2,0
F,v6,1
F,v3,1
F,v8,1
F,v9,0
F,v10,0
F,v7,1
G,v1,1
F,v5,1
G,v4,0
G,v6,0
G,v5,0
G,v3,0
G,v8,0
G,v10,1
G,v2,0
G,v9,1
H,v1,1
H,v3,0
H,v4,0
H,v2,0
G,v7,1
H,v7,0
H,v8,3
H,v5,1
H,v10,0
H,v9,2
H,v6,1
I,v1,4
I,v4,0
I,v2,0
I,v3,0
I,v6,
I,v5,2
