group,variable,value
A,v1,0
A,v3,0
A,v4,0
A,v6,0
A,v5,1
A,v7,4
A,v8,1
A,v10,3
A,v9,2
B,v1,1
B,v2,7
B,v3,1
A,v2,0
B,v6,2
B,v7,3
B,v5,2
B,v8,3
B,v10,4
B,v4,1
C,v1,1
C,v3,2
C,v2,7
C,v5,4
C,v4,0
C,v6,2
C,v8,4
C,v7,3
C,v10,0
D,v1,1
B,v9,1
D,v2,6
D,v4,2
D,v5,0
C,v9,1
D,v3,3
D,v7,2
D,v9,0
D,v10,1
E,v1,6
D,v6,1
D,v8,2
E,v2,5
E,v5,3
E,v6,1
E,v3,7
E,v4,0
E,v8,1
E,v10,1
F,v1,1
E,v7,0
E,v9,3
F,v2,0
F,v4,0
F,v6,1
F,v7,1
F,v3,0
F,v8,0
F,v10,0
G,v1,0
G,v2,0
F,v5,0
G,v3,0
G,v5,4
F,v9,0
G,v4,0
G,v8,0
G,v6,0
G,v10,1
H,v1,0
G,v9,1
G,v7,0
H,v4,0
H,v3,0
H,v6,2
H,v7,1
H,v2,1
H,v10,3
H,v5,0
H,v9,4
I,v2,8
I,v1,8
H,v8,4
I,v3,8
I,v6,0
I,v4,2
I,v8,0
I,v7,0
I,v9,0
I,v10,0
J,v2,3
J,v3,5
J,v1,6
J,v4,4
I,v5,0
J,v7,2
J,v5,8
J,v9,1
J,v6,3
J,v10,0
K,v2,0
K,v3,2
K,v1,0
K,v4,0
K,v5,0
K,v6,2
K,v8,0
K,v7,2
J,v8,3
K,v10,3
K,v9,4
L,v2,2
L,v3,13
L,v1,3
L,v4,13
L,v7,4
L,v6,4
L,v8,0
L,v9,1
L,v10,0
M,v1,0
M,v2,0
L,v5,5
M,v3,0
M,v5,0
M,v7,1
M,v4,1
M,v8,1
M,v10,1
N,v1,0
M,v6,1
M,v9,1
N,v4,1
N,v2,0
N,v5,1
N,v6,2
N,v8,2
N,v3,0
N,v7,3
N,v10,0
O,v1,2
O,v2,1
N,v9,2
O,v3,1
O,v4,5
O,v6,0
O,v7,0
O,v9,8
O,v5,0
O,v10,4
P,v1,1
P,v2,0
P,v4,5
P,v3,2
O,v8,2
P,v5,0
P,v6,3
P,v7,4
P,v8,
